Quadrupole Term [T/m]	Sextupole Term [T/m²]
6.378605339992264e-05	0.01232250557229815
6.379943392443858e-05	0.01232250602865434
6.381281429772185e-05	0.01232250648168886
6.382619455960497e-05	0.01232250694520417
6.383957476278675e-05	0.01232250742316555
6.385295481340401e-05	0.01232250789888997
6.386633475187e-05	0.0123225083809788
6.38797145864436e-05	0.01232250887229422
6.389309431130306e-05	0.0123225093665313
6.390647392873027e-05	0.01232250987090937
6.391985344204191e-05	0.01232251038347955
6.393323284511419e-05	0.01232251090184385
6.394661218994243e-05	0.01232251143612752
6.3959991377231e-05	0.01232251196731349
6.39733704522673e-05	0.01232251250678576
6.398674942350503e-05	0.01232251305136732
6.400012828906969e-05	0.0123225136049112
6.401350704903089e-05	0.01232251416543187
6.402688574458076e-05	0.01232251474065166
6.404026428549501e-05	0.01232251531475698
6.405364276910027e-05	0.01232251590473993
6.406702104539579e-05	0.01232251648384848
6.408039926265462e-05	0.01232251707995768
6.409377737482712e-05	0.0123225176820942
6.410715538054137e-05	0.01232251829157641
6.41205333214002e-05	0.01232251891703836
6.413391110904837e-05	0.0123225195403546
6.414728878857626e-05	0.01232252016974574
6.416066640920466e-05	0.01232252081582675
6.417404382570947e-05	0.01232252145234354
6.418742122874558e-05	0.01232252211017839
6.420079847935595e-05	0.01232252276989592
6.421417562303168e-05	0.0123225234360056
6.422755270320621e-05	0.01232252411619742
6.424092958085331e-05	0.01232252478748837
6.425430644668857e-05	0.01232252548379527
6.42676831608815e-05	0.0123225261759742
6.428105975833052e-05	0.01232252687565495
6.429443625626845e-05	0.01232252758358518
6.430781269056288e-05	0.01232252830778162
6.432118892413795e-05	0.01232252902218378
6.433456514100719e-05	0.01232252975821719
6.43479412033062e-05	0.01232253049221594
6.436131715941531e-05	0.01232253123529356
6.437469300826226e-05	0.01232253198628904
6.438806874791397e-05	0.01232253274358179
6.44014443813741e-05	0.01232253350606749
6.441481995466739e-05	0.01232253428640032
6.442819537363199e-05	0.01232253506386969
6.444157068358462e-05	0.01232253584876924
6.4454945884287e-05	0.01232253664026143
6.446832097918857e-05	0.01232253744116541
6.448169601130983e-05	0.01232253825512849
6.449507083937064e-05	0.01232253905831601
6.450844565835961e-05	0.01232253988769312
6.452182031760265e-05	0.01232254071371249
6.453519487592158e-05	0.01232254154790461
6.45485693227658e-05	0.01232254239171919
6.456194370869144e-05	0.0123225432472536
6.457531793949659e-05	0.01232254410131416
6.458869201559023e-05	0.01232254495530475
6.460206607571759e-05	0.01232254583270594
6.461543998026307e-05	0.01232254670929127
6.46288137850207e-05	0.01232254759257614
6.464218752177326e-05	0.01232254849213036
6.465556110531729e-05	0.01232254938907197
6.466893458323797e-05	0.01232255029374296
6.468230794690431e-05	0.01232255120406108
6.469568120717955e-05	0.01232255212244549
6.470905435717486e-05	0.0123225530483148
6.472242745189363e-05	0.01232255399047283
6.473580038478712e-05	0.01232255492922463
6.474917316443224e-05	0.0123225558676266
6.476254588543032e-05	0.01232255682046569
6.477591854364952e-05	0.01232255778856963
6.478929104766358e-05	0.01232255875673001
6.480266344624192e-05	0.01232255973124131
6.481603573255001e-05	0.01232256071460609
6.482940791201836e-05	0.01232256170114357
6.484278002770707e-05	0.01232256270600542
6.485615199166438e-05	0.01232256370848929
6.486952384948073e-05	0.01232256472066805
6.488289559791783e-05	0.01232256573649582
6.489626723512143e-05	0.01232256676039877
6.490963881547746e-05	0.01232256780072887
6.492301023940877e-05	0.0123225688390325
6.493638155625414e-05	0.01232256988354227
6.494975276020221e-05	0.01232257093457904
6.496312385982665e-05	0.0123225719929968
6.497649485151226e-05	0.01232257306061134
6.498986578035844e-05	0.01232257414247932
6.500323655729703e-05	0.01232257522263051
6.501660722534313e-05	0.01232257631052277
6.50299777818901e-05	0.01232257740345788
6.504334827781766e-05	0.0123225785142251
6.505671857158998e-05	0.01232257961242517
6.50700888581026e-05	0.01232258073771071
6.508345898254834e-05	0.01232258185965372
6.509682900226603e-05	0.01232258298936199
6.511019890742279e-05	0.01232258412658212
6.512356871258201e-05	0.01232258527075411
6.513693845251456e-05	0.01232258642863081
6.515030798630397e-05	0.01232258757733008
6.51636775156394e-05	0.01232258874958706
6.517704688178117e-05	0.01232258992148824
6.51904161423539e-05	0.01232259110108525
6.520378529389448e-05	0.0123225922873649
6.521715433897768e-05	0.01232259347986863
6.523052332165235e-05	0.01232259468731549
6.524389214520806e-05	0.01232259589367862
6.5257260871146e-05	0.01232259710786332
6.527062947614049e-05	0.01232259832794258
6.528399798304307e-05	0.01232259955713646
6.529736637364771e-05	0.01232260079122347
6.531073470657494e-05	0.01232260204260283
6.532410283684403e-05	0.01232260328345841
6.533747095790888e-05	0.0123226045472399
6.535083891334319e-05	0.0123226058093797
6.536420676459045e-05	0.01232260708065835
6.537757450761601e-05	0.01232260835761109
6.539094214535062e-05	0.01232260964254238
6.540430967411607e-05	0.01232261093258493
6.541767714227434e-05	0.01232261223947796
6.54310444503407e-05	0.01232261354629719
6.54444116539222e-05	0.01232261485938701
6.5457778747525e-05	0.01232261617692086
6.547114573133681e-05	0.01232261750523034
6.548451265482034e-05	0.01232261884791962
6.549787942491173e-05	0.01232262018765208
6.551124608150296e-05	0.01232262153343871
6.552461263604612e-05	0.01232262289065139
6.553797907870104e-05	0.01232262425051354
6.555134541076638e-05	0.01232262561982403
6.556471163927023e-05	0.01232262699599401
6.55780778044022e-05	0.01232262838847321
6.559144381496276e-05	0.01232262977826326
6.560480971290754e-05	0.0123226311742942
6.561817550692256e-05	0.01232263258055579
6.563154119012523e-05	0.01232263398956687
6.564490676198456e-05	0.01232263540728627
6.565827223083426e-05	0.01232263683343445
6.567163763543665e-05	0.01232263827397589
6.568500288563976e-05	0.01232263971216653
6.569836802345083e-05	0.01232264115829031
6.571173305801996e-05	0.01232264261382863
6.572509797915472e-05	0.01232264407403784
6.573846279415916e-05	0.01232264554175203
6.575182754711687e-05	0.01232264702423503
6.576519214641565e-05	0.01232264850564069
6.57785566356574e-05	0.01232264999412055
6.579192101190344e-05	0.01232265148863733
6.580528533150525e-05	0.01232265300059584
6.581864949302693e-05	0.01232265450914915
6.583201354584263e-05	0.01232265602683949
6.584537749134003e-05	0.01232265755096662
6.585874133080344e-05	0.01232265908334266
6.587210505467096e-05	0.01232266061990754
6.588546867622195e-05	0.01232266216557107
6.589883218412854e-05	0.01232266371866536
6.59121956371261e-05	0.01232266528607666
6.592555892728582e-05	0.01232266685423976
6.59389221093961e-05	0.01232266842511674
6.595228518435167e-05	0.01232267000622155
6.596564815038584e-05	0.01232267159216815
6.597901105607542e-05	0.01232267319606443
6.599237380551363e-05	0.01232267479639654
6.600573644009798e-05	0.01232267640378877
6.601909897363755e-05	0.01232267802044782
6.603246139528008e-05	0.01232267964203118
6.60458237552167e-05	0.01232268128121737
6.605918591073325e-05	0.01232268290798608
6.607254805554042e-05	0.01232268456322963
6.608591003750232e-05	0.012322686211883
6.60992719158493e-05	0.01232268787059537
6.611263368191272e-05	0.01232268953617098
6.612599534172634e-05	0.01232269120735271
6.613935693825232e-05	0.01232269289591928
6.61527183795795e-05	0.01232269458150777
6.616607971675071e-05	0.01232269627556706
6.617944093666951e-05	0.01232269797545671
6.619280205080165e-05	0.01232269968186888
6.620616310637541e-05	0.0123227014074935
6.621952395227181e-05	0.01232270311839205
6.623288478609621e-05	0.01232270485615972
6.624624546430391e-05	0.01232270659120536
6.625960603090136e-05	0.01232270833484217
6.627296648973047e-05	0.01232271008180462
6.628632684021666e-05	0.01232271183972278
6.629968708246956e-05	0.01232271360369973
6.63130472158838e-05	0.01232271537660089
6.632640728438616e-05	0.01232271716260264
6.633976715243484e-05	0.01232271893820796
6.635312700451799e-05	0.01232272074019625
6.636648670105906e-05	0.01232272253881569
6.637984628559978e-05	0.01232272434442703
6.639320576329017e-05	0.01232272615768879
6.640656517619836e-05	0.01232272798648544
6.641992443725248e-05	0.01232272981405991
6.643328358556492e-05	0.01232273164967609
6.644664267499468e-05	0.01232273349901236
6.646000160417403e-05	0.01232273534717803
6.647336042489957e-05	0.01232273720213213
6.648671914028053e-05	0.01232273906590776
6.650007774279918e-05	0.01232274093711835
6.651343623448193e-05	0.0123227428128362
6.652679466343658e-05	0.01232274470518815
6.654015289120608e-05	0.01232274658746976
6.655351105591808e-05	0.01232274848393287
6.656686911072185e-05	0.01232275039045043
6.658022710278476e-05	0.01232275231042968
6.659358494142904e-05	0.01232275423050104
6.660694271891808e-05	0.01232275616709547
6.662030028607751e-05	0.01232275809076834
6.663365779426037e-05	0.01232276002968126
6.664701519077762e-05	0.01232276197828252
6.666037253348091e-05	0.01232276394258012
6.667372971088294e-05	0.01232276590451544
6.668708678173374e-05	0.01232276787183588
6.670044378940599e-05	0.01232276985580756
6.671380059343863e-05	0.01232277183179623
6.672715733148024e-05	0.01232277382151055
6.674051401598506e-05	0.01232277582805796
6.675387053894885e-05	0.01232277783141302
6.676722694955982e-05	0.01232277984244474
6.678058325363638e-05	0.01232278186136682
6.679393949418603e-05	0.01232278389582984
6.680729557752259e-05	0.01232278592915527
6.682065150573289e-05	0.01232278796004635
6.683400741777624e-05	0.01232279001508444
6.684736321940551e-05	0.0123227920770283
6.686071881500241e-05	0.01232279412741924
6.687407435289289e-05	0.01232279619696265
6.688742982863122e-05	0.01232279828116028
6.690078513962757e-05	0.01232280036262123
6.691414034606977e-05	0.01232280245239485
6.692749543763537e-05	0.01232280454737885
6.694085042652531e-05	0.01232280665109794
6.695420530474153e-05	0.0123228087619847
6.696756011925662e-05	0.0123228108879541
6.698091472638662e-05	0.01232281300324904
6.699426932206013e-05	0.01232281514581841
6.700762376089124e-05	0.01232281728260464
6.702097808529694e-05	0.01232281942957114
6.70343323511244e-05	0.01232282159018357
6.704768645824178e-05	0.01232282375215821
6.706104040516012e-05	0.01232282590836406
6.707439434070655e-05	0.012322828092146
6.708774812115093e-05	0.01232283027309224
6.710110178576658e-05	0.01232283246188356
6.711445534610328e-05	0.01232283465887583
6.712780879115771e-05	0.01232283685976173
6.7141162178032e-05	0.01232283907719698
6.715451540303716e-05	0.01232284129548501
6.716786852004064e-05	0.01232284351876821
6.718122152324633e-05	0.01232284574927537
6.719457446958119e-05	0.01232284799544254
6.720792725804547e-05	0.01232285024135665
6.722127988293101e-05	0.01232285248467954
6.723463249564878e-05	0.01232285475114932
6.724798495548477e-05	0.01232285701940229
6.726133729922424e-05	0.012322859291215
6.727468953575039e-05	0.01232286157346033
6.728804170989881e-05	0.0123228638683355
6.730139372136698e-05	0.01232286616356078
6.731474563069431e-05	0.01232286846611661
6.732809742245978e-05	0.01232287077438482
6.734144910813667e-05	0.01232287309274492
6.735480068074477e-05	0.0123228754135886
6.736815214363178e-05	0.01232287774267235
6.738150354812882e-05	0.01232288009047831
6.73948547887493e-05	0.01232288243381256
6.740820591753175e-05	0.01232288478564074
6.742155694276452e-05	0.01232288714721965
6.743490790101068e-05	0.01232288951934381
6.74482586550665e-05	0.01232289188328747
6.746160934610723e-05	0.01232289426443855
6.747495992611577e-05	0.01232289665130361
6.748831174650346e-05	0.01232289872849558
6.752249769551583e-05	0.01231771213998639
6.753594313287176e-05	0.01231769086301242
6.754938738369787e-05	0.01231766982221063
6.756283062113206e-05	0.01231764905575613
6.757627267566587e-05	0.01231762853978275
6.758971358377508e-05	0.01231760828908727
6.760315332344785e-05	0.01231758831100301
6.76165919233529e-05	0.01231756861584967
6.76420279646169e-05	0.01231456305452171
0.0002529659358742064	-0.03381977661774625
0.0002526447828719509	-0.03373640524875188
0.0002523142599943867	-0.03365070128212606
0.0002519743672266566	-0.03356266473502704
0.0002516251045516456	-0.03347229561374564
0.0002512664719483048	-0.03337959393262609
0.0002508984694447207	-0.03328455969236494
0.0002505210969333756	-0.03318719292670087
0.0002501343544438211	-0.03308749363305497
0.0002497584522729499	-0.03297234533191308
0.0004010729704315003	0.06559370903012163
0.0004002854044520806	0.06545857756508072
0.0003994804657072474	0.06532058491770518
0.0003986581541892142	0.06517973108048536
0.000397818469806634	0.0650360160252811
0.0003969614126610894	0.06488943976469154
0.0003960869826538904	0.06474000227270021
0.0003951951798368239	0.06458770354618747
0.0003942832800058459	0.06444586166475517
0.00038006082181354	0.1293062382139986
0.0003791582813203698	0.128942713255633
0.0003782391025325724	0.1285727360037641
0.0003773032855116822	0.1281963064704121
0.0003763508303171655	0.127813424673453
0.0003753817368579384	0.1274240905976431
0.0003743960051485195	0.1270283042556505
0.0003733936353366317	0.1266260656755742
0.0003723746273002107	0.1262173748438074
0.0003713189794405859	0.1257888347278733
0.0002989788969862255	0.07762008714289505
0.0002981901048318356	0.07737963968439567
0.0002973888388139288	0.077135529297488
0.0002965750989829422	0.0768877559938054
0.000295748885232987	0.07663631975819556
0.0002949101976138685	0.07638122060522887
0.0002940590361747641	0.07612245854946899
0.0002931954008091068	0.07586003357124071
0.0002923247280408884	0.07558520334406717
0.0003065732245140175	0.05097036921512594
0.0003055997938389825	0.05081344107116624
0.0003046129500976919	0.05065435989896599
0.0003036126933369962	0.0504931256968912
0.0003025990234100711	0.05032973843522009
0.0003015719404434025	0.05016419812877539
0.0003005314443898342	0.04999650476463071
0.0002994775352849571	0.04982665833911128
0.0002984286080286534	0.04967465067114735
0.000339057811900858	0.09483082092745235
0.0003377227357379292	0.09439268767079909
0.000336371476634465	0.09394939092957572
0.0003350040345554953	0.09350093069662112
0.0003336204095564959	0.09304730698996967
0.0003322206015394893	0.09258851979219995
0.0003308046105697955	0.09212456911975542
0.0003293724366990526	0.09165545499023402
0.0003279240797940025	0.09118117737997398
0.0003264390747736107	0.09068765710540036
0.0002861705084638084	0.06351871756919039
0.0002849479610973	0.0632176941122007
0.0002837120355322721	0.06291343675488298
0.0002824627317757069	0.06260594550183311
0.0002812000498695115	0.06229522035391964
0.0002799239897094828	0.06198126129560438
0.0002786345512973795	0.06166406832323863
0.0002773317347712805	0.06134364146568914
0.000276025262074434	0.06102521102758787
0.0002904659939830452	0.06918252800235984
0.0002889885104393469	0.06878002306732127
0.0002874963991717639	0.0683736119844382
0.0002859896600801354	0.06796329473255294
0.0002844682932240788	0.06754907132667239
0.0002829322985975381	0.06713094176440318
0.0002813816762023173	0.06670890604602682
0.0002798164260410975	0.06628296417124775
0.0002782365481622076	0.06585311615067221
0.0002766397703609212	0.06541833787752629
-0.001520976916035592	-0.2609665233830071
-0.001503812143522331	-0.2578763323357169
-0.001486347246768542	-0.2548561439856278
-0.001468737086347533	-0.2518108545609173
-0.001450981662263244	-0.2487404640560845
-0.00143308097447646	-0.2456449724652213
-0.001415035022988149	-0.2425243797853796
-0.001396843807659525	-0.2393786859811703
-0.001378507112069426	-0.2362078063939313
7.526576740843032e-05	0.01509761176309891
7.537880087327915e-05	0.01501925495028114
7.536523656078165e-05	0.01501925871173046
7.535167213517865e-05	0.01501926248297548
7.533810753771944e-05	0.01501926625284228
7.532454287544058e-05	0.01501927004351386
7.531097804653606e-05	0.01501927383111348
7.529741314832978e-05	0.01501927763654428
7.528384812765611e-05	0.01501928145206181
7.527028294792205e-05	0.01501928526664461
7.525671769447679e-05	0.0150192890982236
7.524315232607889e-05	0.01501929293893956
7.522958679125837e-05	0.01501929677963438
7.521602118184367e-05	0.01501930063706866
7.520245545705582e-05	0.01501930450491912
7.518888957504281e-05	0.0150193083750881
7.517532356362832e-05	0.01501931224880161
7.516175748659279e-05	0.01501931614187901
7.514819129128421e-05	0.01501932004286918
7.513462497907597e-05	0.0150193239548275
7.512105850148224e-05	0.01501932786459454
7.510749195320153e-05	0.01501933179240343
7.509392528450945e-05	0.01501933572989118
7.508035845273999e-05	0.01501933966705049
7.506679155044894e-05	0.01501934362032803
7.505322453006478e-05	0.01501934758245621
7.503965734309598e-05	0.01501935154814713
7.50260900847555e-05	0.01501935552627129
7.501252266407125e-05	0.01501935950781321
7.499895516880824e-05	0.01501936350665008
7.498538755548067e-05	0.01501936751354472
7.497181977942457e-05	0.01501937152085879
7.495825193316985e-05	0.01501937554591954
7.494468396369471e-05	0.01501937957679835
7.493111583304746e-05	0.01501938361053947
7.49175476330968e-05	0.01501938766006177
7.490397931282052e-05	0.01501939172213093
7.48904108241263e-05	0.01501939578067102
7.487684226153288e-05	0.0150193998569874
7.486327358901194e-05	0.01501940394311372
7.484970474399436e-05	0.01501940802841622
7.483613582984694e-05	0.01501941213029121
7.482256675317389e-05	0.01501941623335948
7.480899759958918e-05	0.01501942035364441
7.47954282820432e-05	0.01501942447516541
7.478185889441017e-05	0.01501942861355397
7.476828938862846e-05	0.01501943275844613
7.4754719765475e-05	0.01501943691484335
7.474115002143653e-05	0.01501944107906444
7.472758015586376e-05	0.01501944525255287
7.471401012774733e-05	0.01501944942487937
7.470044002978724e-05	0.01501945361664811
7.468686976400685e-05	0.0150194578065621
7.467329942672222e-05	0.01501946201510134
7.465972892054524e-05	0.01501946622354433
7.46461583946289e-05	0.01501947045920288
7.463258764897546e-05	0.01501947468380336
7.461901679409896e-05	0.01501947891961261
7.460544585995972e-05	0.01501948316923611
7.459187480462325e-05	0.01501948742881952
7.457830359127666e-05	0.01501949169212429
7.456473229937558e-05	0.015019495970368
7.455116089143673e-05	0.01501950025667308
7.453758936417253e-05	0.0150195045518607
7.452401762237636e-05	0.01501950883903402
7.451044585805603e-05	0.01501951315426277
7.449687402086726e-05	0.01501951748508347
7.448330196987665e-05	0.01501952180690113
7.446972984771954e-05	0.01501952614703705
7.445615755685543e-05	0.01501953048735534
7.444258514776347e-05	0.01501953483512329
7.442901271167868e-05	0.01501953921013992
7.441544006551232e-05	0.01501954357607233
7.440186734213727e-05	0.01501954795839333
7.438829445887679e-05	0.0150195523443115
7.43747214985715e-05	0.01501955674381881
7.436114837489824e-05	0.0150195611465549
7.434757517390645e-05	0.01501956556397795
7.433400186127018e-05	0.01501956999054114
7.432042841750531e-05	0.01501957442734598
7.430685481685397e-05	0.01501957886282297
7.429328114250327e-05	0.0150195833168896
7.427970734757052e-05	0.01501958778204536
7.42661333837252e-05	0.01501959224336423
7.42525593520037e-05	0.01501959672515718
7.423898519151638e-05	0.01501960121245459
7.422541086965125e-05	0.01501960570347867
7.421183647866048e-05	0.01501961020868816
7.419826196449617e-05	0.01501961472323784
7.418468728196765e-05	0.0150196192406447
7.41711125266087e-05	0.01501962377250115
7.415753765122573e-05	0.01501962831331694
7.414396261416485e-05	0.01501963285656211
7.41303874982441e-05	0.0150196374172966
7.411681226589665e-05	0.01501964198296935
7.410323686452248e-05	0.01501964655334705
7.4089661391074e-05	0.01501965113845064
7.407608579816103e-05	0.01501965573304555
7.406251003386086e-05	0.01501966032757359
7.404893419951941e-05	0.01501966493815096
7.403535819952532e-05	0.01501966955214233
7.402178211959043e-05	0.01501967418038296
7.400820593131573e-05	0.01501967882179332
7.399462956893062e-05	0.01501968346175721
7.398105313028549e-05	0.01501968811569056
7.396747652955741e-05	0.01501969277325525
7.39538998518308e-05	0.01501969744806576
7.394032305367332e-05	0.01501970212851497
7.392674613781231e-05	0.0150197068198833
7.391316905526865e-05	0.01501971151200512
7.389959189740683e-05	0.01501971622105463
7.38860145700933e-05	0.01501972093090207
7.38724371733211e-05	0.01501972565852071
7.385885965372562e-05	0.01501973039485547
7.384528196611407e-05	0.01501973512902843
7.383170420416513e-05	0.01501973988246541
7.381812632376349e-05	0.01501974464564073
7.380454827462352e-05	0.01501974940836065
7.379097020072925e-05	0.01501975419394368
7.377739190819403e-05	0.01501975897525213
7.376381354193363e-05	0.01501976377133165
7.375023500973024e-05	0.01501976857066189
7.373665640257444e-05	0.01501977338464172
7.372307763297568e-05	0.0150197782013578
7.37094987834759e-05	0.01501978303274409
7.369591981574978e-05	0.01501978787588323
7.368234067667431e-05	0.01501979271708488
7.36687614653136e-05	0.01501979757506681
7.365518213394028e-05	0.01501980244427618
7.364160263451714e-05	0.01501980731138456
7.362802306053075e-05	0.01501981219686555
7.361444331610895e-05	0.0150198170854097
7.360086355003321e-05	0.01501982199653294
7.358728356256796e-05	0.01501982690022812
7.357370350719156e-05	0.0150198318209875
7.356012327582821e-05	0.01501983674263044
7.354654297427283e-05	0.01501984168021671
7.353296250756704e-05	0.01501984661928612
7.351938196310006e-05	0.0150198515775601
7.350580129599614e-05	0.01501985654297605
7.349222050617755e-05	0.01501986151520304
7.347863955335421e-05	0.01501986649049273
7.346505852858237e-05	0.01501987148373307
7.345147732444814e-05	0.01501987647251694
7.343789605278478e-05	0.01501988148375939
7.342431465476862e-05	0.01501988650110981
7.341073314250722e-05	0.01501989152864202
7.339715283861214e-05	0.01501989709658276
8.019585184458578e-05	0.01619766810157103
8.999144607087661e-05	0.01789293803350984
9.958902517248942e-05	0.0195536956905175
0.0001089882149441393	0.02118017263294747
0.0001181889981728796	0.02277236111345447
0.0001174075000825123	0.02255438077001553
0.000116278115132174	0.02227590289256901
0.0001151686642892604	0.02200278645938001
0.0001140792067281435	0.02173501339947244
0.0001130278444500324	0.02148232237968353
0.0001120509070254828	0.02126425832899394
0.0001110922402516158	0.02105061089206322
0.0001101518441773456	0.02084138008345393
0.000109229657140523	0.02063652344434529
0.0001082463540122524	0.02038146788451185
0.0001072130165388605	0.02008383721834912
0.0001062017803618691	0.01979325852795793
0.0001052126456610827	0.01950973184091846
0.0001042456852574846	0.01923333644056437
0.0001034093654543337	0.01908196170738737
0.0001026174746330495	0.01896190637139142
0.0001018439022978224	0.01884479166311061
0.000101088650595461	0.0187306142489711
0.0001003554376653832	0.01861340029912396
9.967744472193867e-05	0.01843983757052992
9.901648757688421e-05	0.01827127730690739
9.83725662742607e-05	0.01810771950592019
9.774565348338095e-05	0.0179491458931755
9.707587529230028e-05	0.01775544751160225
9.632550746388061e-05	0.0175013531381203
9.559786217573452e-05	0.01725607047490917
9.48929393265207e-05	0.01701959949575249
9.421073339520844e-05	0.01679196723164272
9.35351569405228e-05	0.01665172852829486
9.287455295468343e-05	0.01655814268661363
9.223767519507122e-05	0.01646846522480423
9.162452369383408e-05	0.01638269616237431
9.103514734178765e-05	0.01630086730156237
9.068125493060851e-05	0.01636039685402272
9.035559292789813e-05	0.01642675873573593
9.004272944630296e-05	0.01648993626417278
8.974267015128277e-05	0.01654992808115611
8.950339501374555e-05	0.0165947984372712
8.944438447275163e-05	0.01659482493380819
8.938537794719692e-05	0.01659485040570917
8.932637547814772e-05	0.01659487484480479
8.926737711042849e-05	0.0165948982341575
8.920841490964506e-05	0.01659491261708063
8.914948606008287e-05	0.0165949186501277
8.909055707601381e-05	0.01659492468708863
8.903162800250031e-05	0.01659493074724814
8.897269874352825e-05	0.01659493680597417
8.891376940287969e-05	0.0165949428869973
8.885483982526948e-05	0.01659494895694025
8.879591016092092e-05	0.01659495504860621
8.873698040666712e-05	0.01659496115572751
8.867805046981822e-05	0.01659496726593835
8.861912044713939e-05	0.01659497339272087
8.856019024058573e-05	0.01659497952288925
8.850125989449889e-05	0.01659498566103193
8.844232945964257e-05	0.01659499181993703
8.838339879474348e-05	0.01659499797159404
8.832446808741409e-05	0.01659500414727412
8.826553719835359e-05	0.01659501032676382
8.82066061715929e-05	0.01659501651375004
8.814767505698374e-05	0.01659502272165809
8.808874375757715e-05	0.01659502892940412
8.802981236691525e-05	0.01659503515563349
8.797088079289856e-05	0.01659504138433885
8.791194908489948e-05	0.01659504762335643
8.785301724002199e-05	0.01659505387025806
8.779408525682927e-05	0.01659506012715242
8.773515318653991e-05	0.01659506640422876
8.767622092751113e-05	0.01659507268209468
8.761728853760094e-05	0.01659507896937611
8.755835605396152e-05	0.01659508527379673
8.749942338565947e-05	0.01659509158121679
8.744049058307078e-05	0.0165950978988658
8.738155764408599e-05	0.01659510422352415
8.732262460824099e-05	0.01659511056801681
8.726369139467622e-05	0.0165951169159691
8.720475803977113e-05	0.01659512327235306
8.714582460457637e-05	0.0165951296471826
8.708689097688718e-05	0.01659513602409256
8.702795721508291e-05	0.01659514241050382
8.696902331143365e-05	0.0165951488058365
8.691008932479353e-05	0.01659515522049108
8.685115514827931e-05	0.01659516163715172
8.679222083215831e-05	0.01659516806233743
8.673328643232782e-05	0.01659517450659676
8.667435184361815e-05	0.0165951809527072
8.661541711490617e-05	0.01659518740551384
8.655648230451695e-05	0.01659519388079737
8.649754729850496e-05	0.01659520035484469
8.643861221030378e-05	0.01659520685003465
8.637967688536539e-05	0.01659521333524312
8.632074152129498e-05	0.01659521984948453
8.626180596839761e-05	0.0165952263632494
8.62028703255764e-05	0.01659523289496385
8.614393445384475e-05	0.01659523942313515
8.608499853444768e-05	0.01659524597505414
8.602606243261494e-05	0.01659525253266259
8.59671261897415e-05	0.01659525909433672
8.590818985919491e-05	0.01659526567829334
8.584925334068979e-05	0.01659527226100003
8.579031673516069e-05	0.01659527886493315
8.573137989452518e-05	0.01659528545989529
8.567244300875443e-05	0.01659529208203268
8.561350593672368e-05	0.01659529870633909
8.555456877438675e-05	0.01659530534981849
8.549563142767514e-05	0.01659531199278928
8.54366939907725e-05	0.01659531865362965
8.537775636799999e-05	0.01659532531722956
8.531881855525278e-05	0.01659533198217221
8.525988070229643e-05	0.01659533867444678
8.520094266333766e-05	0.01659534536791541
