"x' (mrad)"	"y' (mrad)"	"Power Density (kW/mm<sup>2</sup>)"
8.00000e+0	-4.00000e-2	7.01240e-4
8.40000e+0	-4.00000e-2	6.39237e-4
8.80000e+0	-4.00000e-2	5.62561e-4
9.20000e+0	-4.00000e-2	4.64727e-4
9.60000e+0	-4.00000e-2	3.38653e-4
1.00000e+1	-4.00000e-2	1.55199e-4
0.00000e+0	-3.50000e-2	1.08319e-3
4.00000e-1	-3.50000e-2	1.10433e-3
8.00000e-1	-3.50000e-2	1.13968e-3
1.20000e+0	-3.50000e-2	1.17472e-3
1.60000e+0	-3.50000e-2	1.20258e-3
2.00000e+0	-3.50000e-2	1.21735e-3
2.40000e+0	-3.50000e-2	1.21654e-3
2.80000e+0	-3.50000e-2	1.20792e-3
3.20000e+0	-3.50000e-2	1.18709e-3
3.60000e+0	-3.50000e-2	1.15984e-3
4.00000e+0	-3.50000e-2	1.12742e-3
4.40000e+0	-3.50000e-2	1.09111e-3
4.80000e+0	-3.50000e-2	1.05397e-3
5.20000e+0	-3.50000e-2	1.01652e-3
5.60000e+0	-3.50000e-2	9.79070e-4
6.00000e+0	-3.50000e-2	9.41457e-4
6.40000e+0	-3.50000e-2	9.02558e-4
6.80000e+0	-3.50000e-2	8.61999e-4
7.20000e+0	-3.50000e-2	8.18597e-4
7.60000e+0	-3.50000e-2	7.71083e-4
8.00000e+0	-3.50000e-2	7.17358e-4
8.40000e+0	-3.50000e-2	6.53933e-4
8.80000e+0	-3.50000e-2	5.75499e-4
9.20000e+0	-3.50000e-2	4.75421e-4
9.60000e+0	-3.50000e-2	3.46455e-4
1.00000e+1	-3.50000e-2	1.58948e-4
0.00000e+0	-3.00000e-2	1.10472e-3
4.00000e-1	-3.00000e-2	1.12630e-3
8.00000e-1	-3.00000e-2	1.16235e-3
1.20000e+0	-3.00000e-2	1.19810e-3
1.60000e+0	-3.00000e-2	1.22653e-3
2.00000e+0	-3.00000e-2	1.24183e-3
2.40000e+0	-3.00000e-2	1.24070e-3
2.80000e+0	-3.00000e-2	1.23115e-3
3.20000e+0	-3.00000e-2	1.21072e-3
3.60000e+0	-3.00000e-2	1.18294e-3
4.00000e+0	-3.00000e-2	1.14970e-3
4.40000e+0	-3.00000e-2	1.11283e-3
4.80000e+0	-3.00000e-2	1.07495e-3
5.20000e+0	-3.00000e-2	1.03676e-3
5.60000e+0	-3.00000e-2	9.98566e-4
6.00000e+0	-3.00000e-2	9.60207e-4
6.40000e+0	-3.00000e-2	9.20531e-4
6.80000e+0	-3.00000e-2	8.79165e-4
7.20000e+0	-3.00000e-2	8.34901e-4
7.60000e+0	-3.00000e-2	7.86443e-4
8.00000e+0	-3.00000e-2	7.31650e-4
8.40000e+0	-3.00000e-2	6.66965e-4
8.80000e+0	-3.00000e-2	5.86972e-4
9.20000e+0	-3.00000e-2	4.84903e-4
9.60000e+0	-3.00000e-2	3.53348e-4
1.00000e+1	-3.00000e-2	1.62276e-4
0.00000e+0	-2.50000e-2	1.12329e-3
4.00000e-1	-2.50000e-2	1.14524e-3
8.00000e-1	-2.50000e-2	1.18190e-3
1.20000e+0	-2.50000e-2	1.21826e-3
1.60000e+0	-2.50000e-2	1.24721e-3
2.00000e+0	-2.50000e-2	1.26319e-3
2.40000e+0	-2.50000e-2	1.26153e-3
2.80000e+0	-2.50000e-2	1.25039e-3
3.20000e+0	-2.50000e-2	1.23105e-3
3.60000e+0	-2.50000e-2	1.20286e-3
4.00000e+0	-2.50000e-2	1.16898e-3
4.40000e+0	-2.50000e-2	1.13156e-3
4.80000e+0	-2.50000e-2	1.09305e-3
5.20000e+0	-2.50000e-2	1.05422e-3
5.60000e+0	-2.50000e-2	1.01538e-3
6.00000e+0	-2.50000e-2	9.76378e-4
6.40000e+0	-2.50000e-2	9.36034e-4
6.80000e+0	-2.50000e-2	8.93971e-4
7.20000e+0	-2.50000e-2	8.48963e-4
7.60000e+0	-2.50000e-2	7.99690e-4
8.00000e+0	-2.50000e-2	7.43977e-4
8.40000e+0	-2.50000e-2	6.78205e-4
8.80000e+0	-2.50000e-2	5.96868e-4
9.20000e+0	-2.50000e-2	4.93080e-4
9.60000e+0	-2.50000e-2	3.59262e-4
1.00000e+1	-2.50000e-2	1.65149e-4
0.00000e+0	-2.00000e-2	1.13877e-3
4.00000e-1	-2.00000e-2	1.16103e-3
8.00000e-1	-2.00000e-2	1.19820e-3
1.20000e+0	-2.00000e-2	1.23507e-3
1.60000e+0	-2.00000e-2	1.26445e-3
2.00000e+0	-2.00000e-2	1.28118e-3
2.40000e+0	-2.00000e-2	1.27889e-3
2.80000e+0	-2.00000e-2	1.26581e-3
3.20000e+0	-2.00000e-2	1.24797e-3
3.60000e+0	-2.00000e-2	1.21947e-3
4.00000e+0	-2.00000e-2	1.18510e-3
4.40000e+0	-2.00000e-2	1.14718e-3
4.80000e+0	-2.00000e-2	1.10814e-3
5.20000e+0	-2.00000e-2	1.06877e-3
5.60000e+0	-2.00000e-2	1.02940e-3
6.00000e+0	-2.00000e-2	9.89857e-4
6.40000e+0	-2.00000e-2	9.48959e-4
6.80000e+0	-2.00000e-2	9.06312e-4
7.20000e+0	-2.00000e-2	8.60685e-4
7.60000e+0	-2.00000e-2	8.10733e-4
8.00000e+0	-2.00000e-2	7.54253e-4
8.40000e+0	-2.00000e-2	6.87575e-4
8.80000e+0	-2.00000e-2	6.05117e-4
9.20000e+0	-2.00000e-2	4.99895e-4
9.60000e+0	-2.00000e-2	3.64169e-4
1.00000e+1	-2.00000e-2	1.67547e-4
0.00000e+0	-1.50000e-2	1.15103e-3
4.00000e-1	-1.50000e-2	1.17355e-3
8.00000e-1	-1.50000e-2	1.21112e-3
1.20000e+0	-1.50000e-2	1.24840e-3
1.60000e+0	-1.50000e-2	1.27813e-3
2.00000e+0	-1.50000e-2	1.29556e-3
2.40000e+0	-1.50000e-2	1.29265e-3
2.80000e+0	-1.50000e-2	1.27766e-3
3.20000e+0	-1.50000e-2	1.26135e-3
3.60000e+0	-1.50000e-2	1.23264e-3
4.00000e+0	-1.50000e-2	1.19792e-3
4.40000e+0	-1.50000e-2	1.15956e-3
4.80000e+0	-1.50000e-2	1.12010e-3
5.20000e+0	-1.50000e-2	1.08030e-3
5.60000e+0	-1.50000e-2	1.04050e-3
6.00000e+0	-1.50000e-2	1.00054e-3
6.40000e+0	-1.50000e-2	9.59202e-4
6.80000e+0	-1.50000e-2	9.16092e-4
7.20000e+0	-1.50000e-2	8.69974e-4
7.60000e+0	-1.50000e-2	8.19485e-4
8.00000e+0	-1.50000e-2	7.62396e-4
8.40000e+0	-1.50000e-2	6.95000e-4
8.80000e+0	-1.50000e-2	6.11654e-4
9.20000e+0	-1.50000e-2	5.05296e-4
9.60000e+0	-1.50000e-2	3.68043e-4
1.00000e+1	-1.50000e-2	1.69449e-4
0.00000e+0	-1.00000e-2	1.15996e-3
4.00000e-1	-1.00000e-2	1.18266e-3
8.00000e-1	-1.00000e-2	1.22052e-3
1.20000e+0	-1.00000e-2	1.25810e-3
1.60000e+0	-1.00000e-2	1.28809e-3
2.00000e+0	-1.00000e-2	1.30607e-3
2.40000e+0	-1.00000e-2	1.30267e-3
2.80000e+0	-1.00000e-2	1.28614e-3
3.20000e+0	-1.00000e-2	1.27108e-3
3.60000e+0	-1.00000e-2	1.24222e-3
4.00000e+0	-1.00000e-2	1.20728e-3
4.40000e+0	-1.00000e-2	1.16858e-3
4.80000e+0	-1.00000e-2	1.12881e-3
5.20000e+0	-1.00000e-2	1.08870e-3
5.60000e+0	-1.00000e-2	1.04859e-3
6.00000e+0	-1.00000e-2	1.00832e-3
6.40000e+0	-1.00000e-2	9.66661e-4
6.80000e+0	-1.00000e-2	9.23213e-4
7.20000e+0	-1.00000e-2	8.76738e-4
7.60000e+0	-1.00000e-2	8.25857e-4
8.00000e+0	-1.00000e-2	7.68326e-4
8.40000e+0	-1.00000e-2	7.00407e-4
8.80000e+0	-1.00000e-2	6.16414e-4
9.20000e+0	-1.00000e-2	5.09228e-4
9.60000e+0	-1.00000e-2	3.70859e-4
1.00000e+1	-1.00000e-2	1.70836e-4
0.00000e+0	-5.00000e-3	1.16544e-3
4.00000e-1	-5.00000e-3	1.18824e-3
8.00000e-1	-5.00000e-3	1.22629e-3
1.20000e+0	-5.00000e-3	1.26404e-3
1.60000e+0	-5.00000e-3	1.29419e-3
2.00000e+0	-5.00000e-3	1.31246e-3
2.40000e+0	-5.00000e-3	1.30881e-3
2.80000e+0	-5.00000e-3	1.29150e-3
3.20000e+0	-5.00000e-3	1.27705e-3
3.60000e+0	-5.00000e-3	1.24809e-3
4.00000e+0	-5.00000e-3	1.21305e-3
4.40000e+0	-5.00000e-3	1.17411e-3
4.80000e+0	-5.00000e-3	1.13414e-3
5.20000e+0	-5.00000e-3	1.09384e-3
5.60000e+0	-5.00000e-3	1.05355e-3
6.00000e+0	-5.00000e-3	1.01308e-3
6.40000e+0	-5.00000e-3	9.71232e-4
6.80000e+0	-5.00000e-3	9.27577e-4
7.20000e+0	-5.00000e-3	8.80884e-4
7.60000e+0	-5.00000e-3	8.29762e-4
8.00000e+0	-5.00000e-3	7.71960e-4
8.40000e+0	-5.00000e-3	7.03721e-4
8.80000e+0	-5.00000e-3	6.19332e-4
9.20000e+0	-5.00000e-3	5.11639e-4
9.60000e+0	-5.00000e-3	3.72590e-4
1.00000e+1	-5.00000e-3	1.71688e-4
0.00000e+0	0.00000e+0	1.16733e-3
4.00000e-1	0.00000e+0	1.19018e-3
8.00000e-1	0.00000e+0	1.22828e-3
1.20000e+0	0.00000e+0	1.26610e-3
1.60000e+0	0.00000e+0	1.29629e-3
2.00000e+0	0.00000e+0	1.31449e-3
2.40000e+0	0.00000e+0	1.31093e-3
2.80000e+0	0.00000e+0	1.29396e-3
3.20000e+0	0.00000e+0	1.27914e-3
3.60000e+0	0.00000e+0	1.25012e-3
4.00000e+0	0.00000e+0	1.21506e-3
4.40000e+0	0.00000e+0	1.17602e-3
4.80000e+0	0.00000e+0	1.13599e-3
5.20000e+0	0.00000e+0	1.09562e-3
5.60000e+0	0.00000e+0	1.05527e-3
6.00000e+0	0.00000e+0	1.01473e-3
6.40000e+0	0.00000e+0	9.72813e-4
6.80000e+0	0.00000e+0	9.29088e-4
7.20000e+0	0.00000e+0	8.82319e-4
7.60000e+0	0.00000e+0	8.31114e-4
8.00000e+0	0.00000e+0	7.73218e-4
8.40000e+0	0.00000e+0	7.04868e-4
8.80000e+0	0.00000e+0	6.20342e-4
9.20000e+0	0.00000e+0	5.12476e-4
9.60000e+0	0.00000e+0	3.73212e-4
1.00000e+1	0.00000e+0	1.71985e-4
0.00000e+0	5.00000e-3	1.16557e-3
4.00000e-1	5.00000e-3	1.18837e-3
8.00000e-1	5.00000e-3	1.22642e-3
1.20000e+0	5.00000e-3	1.26418e-3
1.60000e+0	5.00000e-3	1.29430e-3
2.00000e+0	5.00000e-3	1.31202e-3
2.40000e+0	5.00000e-3	1.30895e-3
2.80000e+0	5.00000e-3	1.29358e-3
3.20000e+0	5.00000e-3	1.27727e-3
3.60000e+0	5.00000e-3	1.24822e-3
4.00000e+0	5.00000e-3	1.21322e-3
4.40000e+0	5.00000e-3	1.17424e-3
4.80000e+0	5.00000e-3	1.13427e-3
5.20000e+0	5.00000e-3	1.09396e-3
5.60000e+0	5.00000e-3	1.05367e-3
6.00000e+0	5.00000e-3	1.01319e-3
6.40000e+0	5.00000e-3	9.71338e-4
6.80000e+0	5.00000e-3	9.27681e-4
7.20000e+0	5.00000e-3	8.80982e-4
7.60000e+0	5.00000e-3	8.29855e-4
8.00000e+0	5.00000e-3	7.72046e-4
8.40000e+0	5.00000e-3	7.03799e-4
8.80000e+0	5.00000e-3	6.19401e-4
9.20000e+0	5.00000e-3	5.11702e-4
9.60000e+0	5.00000e-3	3.72704e-4
1.00000e+1	5.00000e-3	1.71714e-4
0.00000e+0	1.00000e-2	1.16019e-3
4.00000e-1	1.00000e-2	1.18289e-3
8.00000e-1	1.00000e-2	1.22076e-3
1.20000e+0	1.00000e-2	1.25834e-3
1.60000e+0	1.00000e-2	1.28828e-3
2.00000e+0	1.00000e-2	1.30526e-3
2.40000e+0	1.00000e-2	1.30293e-3
2.80000e+0	1.00000e-2	1.28990e-3
3.20000e+0	1.00000e-2	1.27148e-3
3.60000e+0	1.00000e-2	1.24245e-3
4.00000e+0	1.00000e-2	1.20761e-3
4.40000e+0	1.00000e-2	1.16881e-3
4.80000e+0	1.00000e-2	1.12903e-3
5.20000e+0	1.00000e-2	1.08891e-3
5.60000e+0	1.00000e-2	1.04880e-3
6.00000e+0	1.00000e-2	1.00852e-3
6.40000e+0	1.00000e-2	9.66849e-4
6.80000e+0	1.00000e-2	9.23399e-4
7.20000e+0	1.00000e-2	8.76914e-4
7.60000e+0	1.00000e-2	8.26023e-4
8.00000e+0	1.00000e-2	7.68480e-4
8.40000e+0	1.00000e-2	7.00548e-4
8.80000e+0	1.00000e-2	6.16539e-4
9.20000e+0	1.00000e-2	5.09340e-4
9.60000e+0	1.00000e-2	3.71065e-4
1.00000e+1	1.00000e-2	1.70883e-4
0.00000e+0	1.50000e-2	1.15131e-3
4.00000e-1	1.50000e-2	1.17383e-3
8.00000e-1	1.50000e-2	1.21140e-3
1.20000e+0	1.50000e-2	1.24869e-3
1.60000e+0	1.50000e-2	1.27835e-3
2.00000e+0	1.50000e-2	1.29455e-3
2.40000e+0	1.50000e-2	1.29296e-3
2.80000e+0	1.50000e-2	1.28231e-3
3.20000e+0	1.50000e-2	1.26182e-3
3.60000e+0	1.50000e-2	1.23292e-3
4.00000e+0	1.50000e-2	1.19834e-3
4.40000e+0	1.50000e-2	1.15985e-3
4.80000e+0	1.50000e-2	1.12037e-3
5.20000e+0	1.50000e-2	1.08056e-3
5.60000e+0	1.50000e-2	1.04076e-3
6.00000e+0	1.50000e-2	1.00078e-3
6.40000e+0	1.50000e-2	9.59429e-4
6.80000e+0	1.50000e-2	9.16317e-4
7.20000e+0	1.50000e-2	8.70187e-4
7.60000e+0	1.50000e-2	8.19685e-4
8.00000e+0	1.50000e-2	7.62583e-4
8.40000e+0	1.50000e-2	6.95170e-4
8.80000e+0	1.50000e-2	6.11804e-4
9.20000e+0	1.50000e-2	5.05429e-4
9.60000e+0	1.50000e-2	3.68298e-4
1.00000e+1	1.50000e-2	1.69506e-4
0.00000e+0	2.00000e-2	1.13901e-3
4.00000e-1	2.00000e-2	1.16128e-3
8.00000e-1	2.00000e-2	1.19845e-3
1.20000e+0	2.00000e-2	1.23533e-3
1.60000e+0	2.00000e-2	1.26465e-3
2.00000e+0	2.00000e-2	1.28020e-3
2.40000e+0	2.00000e-2	1.27917e-3
2.80000e+0	2.00000e-2	1.27020e-3
3.20000e+0	2.00000e-2	1.24838e-3
3.60000e+0	2.00000e-2	1.21972e-3
4.00000e+0	2.00000e-2	1.18553e-3
4.40000e+0	2.00000e-2	1.14743e-3
4.80000e+0	2.00000e-2	1.10838e-3
5.20000e+0	2.00000e-2	1.06900e-3
5.60000e+0	2.00000e-2	1.02962e-3
6.00000e+0	2.00000e-2	9.90069e-4
6.40000e+0	2.00000e-2	9.49157e-4
6.80000e+0	2.00000e-2	9.06510e-4
7.20000e+0	2.00000e-2	8.60872e-4
7.60000e+0	2.00000e-2	8.10909e-4
8.00000e+0	2.00000e-2	7.54417e-4
8.40000e+0	2.00000e-2	6.87724e-4
8.80000e+0	2.00000e-2	6.05249e-4
9.20000e+0	2.00000e-2	5.00009e-4
9.60000e+0	2.00000e-2	3.64407e-4
1.00000e+1	2.00000e-2	1.67598e-4
0.00000e+0	2.50000e-2	1.12342e-3
4.00000e-1	2.50000e-2	1.14538e-3
8.00000e-1	2.50000e-2	1.18204e-3
1.20000e+0	2.50000e-2	1.21840e-3
1.60000e+0	2.50000e-2	1.24730e-3
2.00000e+0	2.50000e-2	1.26248e-3
2.40000e+0	2.50000e-2	1.26168e-3
2.80000e+0	2.50000e-2	1.25337e-3
3.20000e+0	2.50000e-2	1.23127e-3
3.60000e+0	2.50000e-2	1.20300e-3
4.00000e+0	2.50000e-2	1.16932e-3
4.40000e+0	2.50000e-2	1.13171e-3
4.80000e+0	2.50000e-2	1.09319e-3
5.20000e+0	2.50000e-2	1.05434e-3
5.60000e+0	2.50000e-2	1.01550e-3
6.00000e+0	2.50000e-2	9.76494e-4
6.40000e+0	2.50000e-2	9.36142e-4
6.80000e+0	2.50000e-2	8.94080e-4
7.20000e+0	2.50000e-2	8.49066e-4
7.60000e+0	2.50000e-2	7.99788e-4
8.00000e+0	2.50000e-2	7.44068e-4
8.40000e+0	2.50000e-2	6.78288e-4
8.80000e+0	2.50000e-2	5.96941e-4
9.20000e+0	2.50000e-2	4.93137e-4
9.60000e+0	2.50000e-2	3.59419e-4
1.00000e+1	2.50000e-2	1.65179e-4
0.00000e+0	3.00000e-2	1.10474e-3
4.00000e-1	3.00000e-2	1.12632e-3
8.00000e-1	3.00000e-2	1.16237e-3
1.20000e+0	3.00000e-2	1.19812e-3
1.60000e+0	3.00000e-2	1.22653e-3
2.00000e+0	3.00000e-2	1.24150e-3
2.40000e+0	3.00000e-2	1.24072e-3
2.80000e+0	3.00000e-2	1.23234e-3
3.20000e+0	3.00000e-2	1.21074e-3
3.60000e+0	3.00000e-2	1.18296e-3
4.00000e+0	3.00000e-2	1.14987e-3
4.40000e+0	3.00000e-2	1.11285e-3
4.80000e+0	3.00000e-2	1.07497e-3
5.20000e+0	3.00000e-2	1.03678e-3
5.60000e+0	3.00000e-2	9.98583e-4
6.00000e+0	3.00000e-2	9.60222e-4
6.40000e+0	3.00000e-2	9.20543e-4
6.80000e+0	3.00000e-2	8.79181e-4
7.20000e+0	3.00000e-2	8.34916e-4
7.60000e+0	3.00000e-2	7.86457e-4
8.00000e+0	3.00000e-2	7.31663e-4
8.40000e+0	3.00000e-2	6.66977e-4
8.80000e+0	3.00000e-2	5.86982e-4
9.20000e+0	3.00000e-2	4.84902e-4
9.60000e+0	3.00000e-2	3.53406e-4
1.00000e+1	3.00000e-2	1.62283e-4
0.00000e+0	3.50000e-2	1.08316e-3
4.00000e-1	3.50000e-2	1.10430e-3
8.00000e-1	3.50000e-2	1.13965e-3
1.20000e+0	3.50000e-2	1.17469e-3
1.60000e+0	3.50000e-2	1.20255e-3
2.00000e+0	3.50000e-2	1.21734e-3
2.40000e+0	3.50000e-2	1.21651e-3
2.80000e+0	3.50000e-2	1.20782e-3
3.20000e+0	3.50000e-2	1.18705e-3
3.60000e+0	3.50000e-2	1.15981e-3
4.00000e+0	3.50000e-2	1.12735e-3
4.40000e+0	3.50000e-2	1.09108e-3
4.80000e+0	3.50000e-2	1.05394e-3
5.20000e+0	3.50000e-2	1.01649e-3
5.60000e+0	3.50000e-2	9.79041e-4
6.00000e+0	3.50000e-2	9.41428e-4
6.40000e+0	3.50000e-2	9.02528e-4
6.80000e+0	3.50000e-2	8.61973e-4
7.20000e+0	3.50000e-2	8.18572e-4
7.60000e+0	3.50000e-2	7.71060e-4
8.00000e+0	3.50000e-2	7.17337e-4
8.40000e+0	3.50000e-2	6.53914e-4
8.80000e+0	3.50000e-2	5.75482e-4
9.20000e+0	3.50000e-2	4.75399e-4
9.60000e+0	3.50000e-2	3.46447e-4
1.00000e+1	3.50000e-2	1.58942e-4
0.00000e+0	4.00000e-2	1.05889e-3
4.00000e-1	4.00000e-2	1.07954e-3
8.00000e-1	4.00000e-2	1.11409e-3
1.20000e+0	4.00000e-2	1.14833e-3
1.60000e+0	4.00000e-2	1.17557e-3
2.00000e+0	4.00000e-2	1.19010e-3
2.40000e+0	4.00000e-2	1.18927e-3
2.80000e+0	4.00000e-2	1.18045e-3
3.20000e+0	4.00000e-2	1.16044e-3
3.60000e+0	4.00000e-2	1.13378e-3
4.00000e+0	4.00000e-2	1.10192e-3
4.40000e+0	4.00000e-2	1.06658e-3
4.80000e+0	4.00000e-2	1.03028e-3
5.20000e+0	4.00000e-2	9.93670e-4
5.60000e+0	4.00000e-2	9.57062e-4
6.00000e+0	4.00000e-2	9.20291e-4
6.40000e+0	4.00000e-2	8.82268e-4
6.80000e+0	4.00000e-2	8.42620e-4
7.20000e+0	4.00000e-2	8.00192e-4
7.60000e+0	4.00000e-2	7.53744e-4
8.00000e+0	4.00000e-2	7.01224e-4
8.40000e+0	4.00000e-2	6.39222e-4
8.80000e+0	4.00000e-2	5.62548e-4
9.20000e+0	4.00000e-2	4.64724e-4
9.60000e+0	4.00000e-2	3.38622e-4
1.00000e+1	4.00000e-2	1.55194e-4
0.00000e+0	4.50000e-2	1.03217e-3
4.00000e-1	4.50000e-2	1.05228e-3
8.00000e-1	4.50000e-2	1.08595e-3
1.20000e+0	4.50000e-2	1.11932e-3
1.60000e+0	4.50000e-2	1.14586e-3
2.00000e+0	4.50000e-2	1.16001e-3
2.40000e+0	4.50000e-2	1.15929e-3
2.80000e+0	4.50000e-2	1.15063e-3
3.20000e+0	4.50000e-2	1.13112e-3
3.60000e+0	4.50000e-2	1.10512e-3
4.00000e+0	4.50000e-2	1.07403e-3
4.40000e+0	4.50000e-2	1.03962e-3
4.80000e+0	4.50000e-2	1.00423e-3
5.20000e+0	4.50000e-2	9.68550e-4
5.60000e+0	4.50000e-2	9.32865e-4
6.00000e+0	4.50000e-2	8.97023e-4
6.40000e+0	4.50000e-2	8.59964e-4
6.80000e+0	4.50000e-2	8.21313e-4
7.20000e+0	4.50000e-2	7.79956e-4
7.60000e+0	4.50000e-2	7.34680e-4
8.00000e+0	4.50000e-2	6.83486e-4
8.40000e+0	4.50000e-2	6.23048e-4
8.80000e+0	4.50000e-2	5.48309e-4
9.20000e+0	4.50000e-2	4.52960e-4
9.60000e+0	4.50000e-2	3.30028e-4
1.00000e+1	4.50000e-2	1.51077e-4
0.00000e+0	5.00000e-2	1.00329e-3
4.00000e-1	5.00000e-2	1.02281e-3
8.00000e-1	5.00000e-2	1.05554e-3
1.20000e+0	5.00000e-2	1.08796e-3
1.60000e+0	5.00000e-2	1.11374e-3
2.00000e+0	5.00000e-2	1.12747e-3
2.40000e+0	5.00000e-2	1.12687e-3
2.80000e+0	5.00000e-2	1.11842e-3
3.20000e+0	5.00000e-2	1.09928e-3
3.60000e+0	5.00000e-2	1.07414e-3
4.00000e+0	5.00000e-2	1.04428e-3
4.40000e+0	5.00000e-2	1.01049e-3
4.80000e+0	5.00000e-2	9.76083e-4
5.20000e+0	5.00000e-2	9.41394e-4
5.60000e+0	5.00000e-2	9.06708e-4
6.00000e+0	5.00000e-2	8.71872e-4
6.40000e+0	5.00000e-2	8.35852e-4
6.80000e+0	5.00000e-2	7.98282e-4
7.20000e+0	5.00000e-2	7.58081e-4
7.60000e+0	5.00000e-2	7.14073e-4
8.00000e+0	5.00000e-2	6.64311e-4
8.40000e+0	5.00000e-2	6.05564e-4
8.80000e+0	5.00000e-2	5.32915e-4
9.20000e+0	5.00000e-2	4.40192e-4
9.60000e+0	5.00000e-2	3.20774e-4
1.00000e+1	5.00000e-2	1.46641e-4
0.00000e+0	5.50000e-2	9.72525e-4
4.00000e-1	5.50000e-2	9.91427e-4
8.00000e-1	5.50000e-2	1.02315e-3
1.20000e+0	5.50000e-2	1.05456e-3
1.60000e+0	5.50000e-2	1.07955e-3
2.00000e+0	5.50000e-2	1.09284e-3
2.40000e+0	5.50000e-2	1.09235e-3
2.80000e+0	5.50000e-2	1.08406e-3
3.20000e+0	5.50000e-2	1.06550e-3
3.60000e+0	5.50000e-2	1.04114e-3
4.00000e+0	5.50000e-2	1.01224e-3
4.40000e+0	5.50000e-2	9.79455e-4
4.80000e+0	5.50000e-2	9.46103e-4
5.20000e+0	5.50000e-2	9.12477e-4
5.60000e+0	5.50000e-2	8.78856e-4
6.00000e+0	5.50000e-2	8.45088e-4
6.40000e+0	5.50000e-2	8.10175e-4
6.80000e+0	5.50000e-2	7.73756e-4
7.20000e+0	5.50000e-2	7.34789e-4
7.60000e+0	5.50000e-2	6.92130e-4
8.00000e+0	5.50000e-2	6.43894e-4
8.40000e+0	5.50000e-2	5.86948e-4
8.80000e+0	5.50000e-2	5.16526e-4
9.20000e+0	5.50000e-2	4.26643e-4
9.60000e+0	5.50000e-2	3.10890e-4
1.00000e+1	5.50000e-2	1.41927e-4
0.00000e+0	6.00000e-2	9.40187e-4
4.00000e-1	6.00000e-2	9.58432e-4
8.00000e-1	6.00000e-2	9.89095e-4
1.20000e+0	6.00000e-2	1.01944e-3
1.60000e+0	6.00000e-2	1.04359e-3
2.00000e+0	6.00000e-2	1.05644e-3
2.40000e+0	6.00000e-2	1.05606e-3
2.80000e+0	6.00000e-2	1.04797e-3
3.20000e+0	6.00000e-2	1.03064e-3
3.60000e+0	6.00000e-2	1.00647e-3
4.00000e+0	6.00000e-2	9.76709e-4
4.40000e+0	6.00000e-2	9.46745e-4
4.80000e+0	6.00000e-2	9.14559e-4
5.20000e+0	6.00000e-2	8.82076e-4
5.60000e+0	6.00000e-2	8.49574e-4
6.00000e+0	6.00000e-2	8.16920e-4
6.40000e+0	6.00000e-2	7.83179e-4
6.80000e+0	6.00000e-2	7.47971e-4
7.20000e+0	6.00000e-2	7.10301e-4
7.60000e+0	6.00000e-2	6.69061e-4
8.00000e+0	6.00000e-2	6.22429e-4
8.40000e+0	6.00000e-2	5.67376e-4
8.80000e+0	6.00000e-2	4.99305e-4
9.20000e+0	6.00000e-2	4.12597e-4
9.60000e+0	6.00000e-2	3.00358e-4
1.00000e+1	6.00000e-2	1.36977e-4
0.00000e+0	6.50000e-2	9.06566e-4
4.00000e-1	6.50000e-2	9.24129e-4
8.00000e-1	6.50000e-2	9.53694e-4
1.20000e+0	6.50000e-2	9.82939e-4
1.60000e+0	6.50000e-2	1.00622e-3
2.00000e+0	6.50000e-2	1.01859e-3
2.40000e+0	6.50000e-2	1.01832e-3
2.80000e+0	6.50000e-2	1.01047e-3
3.20000e+0	6.50000e-2	9.94731e-4
3.60000e+0	6.50000e-2	9.70453e-4
4.00000e+0	6.50000e-2	9.37816e-4
4.40000e+0	6.50000e-2	9.12644e-4
4.80000e+0	6.50000e-2	8.81760e-4
5.20000e+0	6.50000e-2	8.50472e-4
5.60000e+0	6.50000e-2	8.19132e-4
6.00000e+0	6.50000e-2	7.87633e-4
6.40000e+0	6.50000e-2	7.55115e-4
6.80000e+0	6.50000e-2	7.21164e-4
7.20000e+0	6.50000e-2	6.84843e-4
7.60000e+0	6.50000e-2	6.45079e-4
8.00000e+0	6.50000e-2	6.00114e-4
8.40000e+0	6.50000e-2	5.47030e-4
8.80000e+0	6.50000e-2	4.81396e-4
9.20000e+0	6.50000e-2	3.97848e-4
9.60000e+0	6.50000e-2	2.89395e-4
1.00000e+1	6.50000e-2	1.31845e-4
0.00000e+0	7.00000e-2	8.71958e-4
4.00000e-1	7.00000e-2	8.88823e-4
8.00000e-1	7.00000e-2	9.17261e-4
1.20000e+0	7.00000e-2	9.45368e-4
1.60000e+0	7.00000e-2	9.67746e-4
2.00000e+0	7.00000e-2	9.79640e-4
2.40000e+0	7.00000e-2	9.79468e-4
2.80000e+0	7.00000e-2	9.71864e-4
3.20000e+0	7.00000e-2	9.57268e-4
3.60000e+0	7.00000e-2	9.33413e-4
4.00000e+0	7.00000e-2	8.97624e-4
4.40000e+0	7.00000e-2	8.77523e-4
4.80000e+0	7.00000e-2	8.48032e-4
5.20000e+0	7.00000e-2	8.17949e-4
5.60000e+0	7.00000e-2	7.87794e-4
6.00000e+0	7.00000e-2	7.57504e-4
6.40000e+0	7.00000e-2	7.26233e-4
6.80000e+0	7.00000e-2	6.93577e-4
7.20000e+0	7.00000e-2	6.58644e-4
7.60000e+0	7.00000e-2	6.20398e-4
8.00000e+0	7.00000e-2	5.77150e-4
