"x' (mrad)"	"y' (mrad)"	"Power Density (kW/mm<sup>2</sup>)"
3.20000e+0	-1.45000e-1	4.25332e-4
3.60000e+0	-1.45000e-1	4.15550e-4
4.00000e+0	-1.45000e-1	4.03720e-4
4.40000e+0	-1.45000e-1	3.90996e-4
4.80000e+0	-1.45000e-1	3.77617e-4
5.20000e+0	-1.45000e-1	3.64191e-4
5.60000e+0	-1.45000e-1	3.50758e-4
6.00000e+0	-1.45000e-1	3.37262e-4
6.40000e+0	-1.45000e-1	3.23327e-4
6.80000e+0	-1.45000e-1	3.08771e-4
7.20000e+0	-1.45000e-1	2.93198e-4
7.60000e+0	-1.45000e-1	2.76142e-4
8.00000e+0	-1.45000e-1	2.56664e-4
8.40000e+0	-1.45000e-1	2.34157e-4
8.80000e+0	-1.45000e-1	2.02690e-4
9.20000e+0	-1.45000e-1	1.71667e-4
9.60000e+0	-1.45000e-1	1.23363e-4
1.00000e+1	-1.45000e-1	5.49092e-5
0.00000e+0	-1.40000e-1	4.13964e-4
4.00000e-1	-1.40000e-1	4.21763e-4
8.00000e-1	-1.40000e-1	4.35158e-4
1.20000e+0	-1.40000e-1	4.48417e-4
1.60000e+0	-1.40000e-1	4.58915e-4
2.00000e+0	-1.40000e-1	4.64469e-4
2.40000e+0	-1.40000e-1	4.60375e-4
2.80000e+0	-1.40000e-1	4.60806e-4
3.20000e+0	-1.40000e-1	4.52951e-4
3.60000e+0	-1.40000e-1	4.42539e-4
4.00000e+0	-1.40000e-1	4.29642e-4
4.40000e+0	-1.40000e-1	4.16495e-4
4.80000e+0	-1.40000e-1	4.02137e-4
5.20000e+0	-1.40000e-1	3.87839e-4
5.60000e+0	-1.40000e-1	3.73536e-4
6.00000e+0	-1.40000e-1	3.59165e-4
6.40000e+0	-1.40000e-1	3.44326e-4
6.80000e+0	-1.40000e-1	3.28825e-4
7.20000e+0	-1.40000e-1	3.12242e-4
7.60000e+0	-1.40000e-1	2.94088e-4
8.00000e+0	-1.40000e-1	2.73330e-4
8.40000e+0	-1.40000e-1	2.49560e-4
8.80000e+0	-1.40000e-1	2.18918e-4
9.20000e+0	-1.40000e-1	1.88268e-4
9.60000e+0	-1.40000e-1	1.31409e-4
1.00000e+1	-1.40000e-1	5.86403e-5
0.00000e+0	-1.35000e-1	4.40460e-4
4.00000e-1	-1.35000e-1	4.48768e-4
8.00000e-1	-1.35000e-1	4.63026e-4
1.20000e+0	-1.35000e-1	4.77143e-4
1.60000e+0	-1.35000e-1	4.88332e-4
2.00000e+0	-1.35000e-1	4.94264e-4
2.40000e+0	-1.35000e-1	4.92696e-4
2.80000e+0	-1.35000e-1	4.90327e-4
3.20000e+0	-1.35000e-1	4.81973e-4
3.60000e+0	-1.35000e-1	4.70901e-4
4.00000e+0	-1.35000e-1	4.57432e-4
4.40000e+0	-1.35000e-1	4.43108e-4
4.80000e+0	-1.35000e-1	4.27905e-4
5.20000e+0	-1.35000e-1	4.12691e-4
5.60000e+0	-1.35000e-1	3.97472e-4
6.00000e+0	-1.35000e-1	3.82182e-4
6.40000e+0	-1.35000e-1	3.66393e-4
6.80000e+0	-1.35000e-1	3.49901e-4
7.20000e+0	-1.35000e-1	3.32256e-4
7.60000e+0	-1.35000e-1	3.12940e-4
8.00000e+0	-1.35000e-1	2.90963e-4
8.40000e+0	-1.35000e-1	2.65452e-4
8.80000e+0	-1.35000e-1	2.35974e-4
9.20000e+0	-1.35000e-1	2.03683e-4
9.60000e+0	-1.35000e-1	1.39888e-4
1.00000e+1	-1.35000e-1	6.24463e-5
0.00000e+0	-1.30000e-1	4.68227e-4
4.00000e-1	-1.30000e-1	4.77071e-4
8.00000e-1	-1.30000e-1	4.92241e-4
1.20000e+0	-1.30000e-1	5.07252e-4
1.60000e+0	-1.30000e-1	5.19166e-4
2.00000e+0	-1.30000e-1	5.25507e-4
2.40000e+0	-1.30000e-1	5.26069e-4
2.80000e+0	-1.30000e-1	5.21267e-4
3.20000e+0	-1.30000e-1	5.12398e-4
3.60000e+0	-1.30000e-1	5.00632e-4
4.00000e+0	-1.30000e-1	4.86574e-4
4.40000e+0	-1.30000e-1	4.70962e-4
4.80000e+0	-1.30000e-1	4.54915e-4
5.20000e+0	-1.30000e-1	4.38742e-4
5.60000e+0	-1.30000e-1	4.22562e-4
6.00000e+0	-1.30000e-1	4.06309e-4
6.40000e+0	-1.30000e-1	3.89524e-4
6.80000e+0	-1.30000e-1	3.71993e-4
7.20000e+0	-1.30000e-1	3.53236e-4
7.60000e+0	-1.30000e-1	3.32700e-4
8.00000e+0	-1.30000e-1	3.09459e-4
8.40000e+0	-1.30000e-1	2.82050e-4
8.80000e+0	-1.30000e-1	2.52092e-4
9.20000e+0	-1.30000e-1	2.13411e-4
9.60000e+0	-1.30000e-1	1.48768e-4
1.00000e+1	-1.30000e-1	6.64241e-5
0.00000e+0	-1.25000e-1	4.97244e-4
4.00000e-1	-1.25000e-1	5.06655e-4
8.00000e-1	-1.25000e-1	5.22785e-4
1.20000e+0	-1.25000e-1	5.38726e-4
1.60000e+0	-1.25000e-1	5.51390e-4
2.00000e+0	-1.25000e-1	5.58142e-4
2.40000e+0	-1.25000e-1	5.59500e-4
2.80000e+0	-1.25000e-1	5.53620e-4
3.20000e+0	-1.25000e-1	5.44208e-4
3.60000e+0	-1.25000e-1	5.31712e-4
4.00000e+0	-1.25000e-1	5.16714e-4
4.40000e+0	-1.25000e-1	5.00139e-4
4.80000e+0	-1.25000e-1	4.83151e-4
5.20000e+0	-1.25000e-1	4.65975e-4
5.60000e+0	-1.25000e-1	4.48791e-4
6.00000e+0	-1.25000e-1	4.31531e-4
6.40000e+0	-1.25000e-1	4.13705e-4
6.80000e+0	-1.25000e-1	3.95087e-4
7.20000e+0	-1.25000e-1	3.75168e-4
7.60000e+0	-1.25000e-1	3.53359e-4
8.00000e+0	-1.25000e-1	3.28730e-4
8.40000e+0	-1.25000e-1	2.99508e-4
8.80000e+0	-1.25000e-1	2.66237e-4
9.20000e+0	-1.25000e-1	2.15557e-4
9.60000e+0	-1.25000e-1	1.58030e-4
1.00000e+1	-1.25000e-1	7.06449e-5
0.00000e+0	-1.20000e-1	5.27461e-4
4.00000e-1	-1.20000e-1	5.37468e-4
8.00000e-1	-1.20000e-1	5.54600e-4
1.20000e+0	-1.20000e-1	5.71507e-4
1.60000e+0	-1.20000e-1	5.84951e-4
2.00000e+0	-1.20000e-1	5.92114e-4
2.40000e+0	-1.20000e-1	5.93254e-4
2.80000e+0	-1.20000e-1	5.87327e-4
3.20000e+0	-1.20000e-1	5.77344e-4
3.60000e+0	-1.20000e-1	5.64083e-4
4.00000e+0	-1.20000e-1	5.48016e-4
4.40000e+0	-1.20000e-1	5.30593e-4
4.80000e+0	-1.20000e-1	5.12562e-4
5.20000e+0	-1.20000e-1	4.94342e-4
5.60000e+0	-1.20000e-1	4.76113e-4
6.00000e+0	-1.20000e-1	4.57803e-4
6.40000e+0	-1.20000e-1	4.38893e-4
6.80000e+0	-1.20000e-1	4.19144e-4
7.20000e+0	-1.20000e-1	3.98014e-4
7.60000e+0	-1.20000e-1	3.74881e-4
8.00000e+0	-1.20000e-1	3.48751e-4
8.40000e+0	-1.20000e-1	3.17783e-4
8.80000e+0	-1.20000e-1	2.79715e-4
9.20000e+0	-1.20000e-1	2.16558e-4
9.60000e+0	-1.20000e-1	1.67697e-4
1.00000e+1	-1.20000e-1	7.50974e-5
0.00000e+0	-1.15000e-1	5.58819e-4
4.00000e-1	-1.15000e-1	5.69447e-4
8.00000e-1	-1.15000e-1	5.87617e-4
1.20000e+0	-1.15000e-1	6.05531e-4
1.60000e+0	-1.15000e-1	6.19783e-4
2.00000e+0	-1.15000e-1	6.27368e-4
2.40000e+0	-1.15000e-1	6.27990e-4
2.80000e+0	-1.15000e-1	6.22312e-4
3.20000e+0	-1.15000e-1	6.11731e-4
3.60000e+0	-1.15000e-1	5.97673e-4
4.00000e+0	-1.15000e-1	5.80805e-4
4.40000e+0	-1.15000e-1	5.62232e-4
4.80000e+0	-1.15000e-1	5.43088e-4
5.20000e+0	-1.15000e-1	5.23784e-4
5.60000e+0	-1.15000e-1	5.04469e-4
6.00000e+0	-1.15000e-1	4.85072e-4
6.40000e+0	-1.15000e-1	4.65037e-4
6.80000e+0	-1.15000e-1	4.44113e-4
7.20000e+0	-1.15000e-1	4.21727e-4
7.60000e+0	-1.15000e-1	3.97218e-4
8.00000e+0	-1.15000e-1	3.69512e-4
8.40000e+0	-1.15000e-1	3.36774e-4
8.80000e+0	-1.15000e-1	2.94563e-4
9.20000e+0	-1.15000e-1	2.25450e-4
9.60000e+0	-1.15000e-1	1.77802e-4
1.00000e+1	-1.15000e-1	7.97449e-5
0.00000e+0	-1.10000e-1	5.91253e-4
4.00000e-1	-1.10000e-1	6.02522e-4
8.00000e-1	-1.10000e-1	6.21759e-4
1.20000e+0	-1.10000e-1	6.40722e-4
1.60000e+0	-1.10000e-1	6.55812e-4
2.00000e+0	-1.10000e-1	6.63840e-4
2.40000e+0	-1.10000e-1	6.64247e-4
2.80000e+0	-1.10000e-1	6.58495e-4
3.20000e+0	-1.10000e-1	6.47290e-4
3.60000e+0	-1.10000e-1	6.32411e-4
4.00000e+0	-1.10000e-1	6.15097e-4
4.40000e+0	-1.10000e-1	5.94953e-4
4.80000e+0	-1.10000e-1	5.74661e-4
5.20000e+0	-1.10000e-1	5.54238e-4
5.60000e+0	-1.10000e-1	5.33799e-4
6.00000e+0	-1.10000e-1	5.13277e-4
6.40000e+0	-1.10000e-1	4.92078e-4
6.80000e+0	-1.10000e-1	4.69940e-4
7.20000e+0	-1.10000e-1	4.46254e-4
7.60000e+0	-1.10000e-1	4.20323e-4
8.00000e+0	-1.10000e-1	3.90998e-4
8.40000e+0	-1.10000e-1	3.56384e-4
8.80000e+0	-1.10000e-1	3.12304e-4
9.20000e+0	-1.10000e-1	2.48344e-4
9.60000e+0	-1.10000e-1	1.88353e-4
1.00000e+1	-1.10000e-1	8.45529e-5
0.00000e+0	-1.05000e-1	6.24658e-4
4.00000e-1	-1.05000e-1	6.36588e-4
8.00000e-1	-1.05000e-1	6.56920e-4
1.20000e+0	-1.05000e-1	6.76968e-4
1.60000e+0	-1.05000e-1	6.92924e-4
2.00000e+0	-1.05000e-1	7.01412e-4
2.40000e+0	-1.05000e-1	7.01832e-4
2.80000e+0	-1.05000e-1	6.95763e-4
3.20000e+0	-1.05000e-1	6.83934e-4
3.60000e+0	-1.05000e-1	6.68221e-4
4.00000e+0	-1.05000e-1	6.49147e-4
4.40000e+0	-1.05000e-1	6.28583e-4
4.80000e+0	-1.05000e-1	6.07184e-4
5.20000e+0	-1.05000e-1	5.85604e-4
5.60000e+0	-1.05000e-1	5.64012e-4
6.00000e+0	-1.05000e-1	5.42330e-4
6.40000e+0	-1.05000e-1	5.19932e-4
6.80000e+0	-1.05000e-1	4.96543e-4
7.20000e+0	-1.05000e-1	4.71518e-4
7.60000e+0	-1.05000e-1	4.44121e-4
8.00000e+0	-1.05000e-1	4.13140e-4
8.40000e+0	-1.05000e-1	3.76560e-4
8.80000e+0	-1.05000e-1	3.31374e-4
9.20000e+0	-1.05000e-1	2.73986e-4
9.60000e+0	-1.05000e-1	1.99199e-4
1.00000e+1	-1.05000e-1	8.95052e-5
0.00000e+0	-1.00000e-1	6.58903e-4
4.00000e-1	-1.00000e-1	6.71512e-4
8.00000e-1	-1.00000e-1	6.92967e-4
1.20000e+0	-1.00000e-1	7.14127e-4
1.60000e+0	-1.00000e-1	7.30972e-4
2.00000e+0	-1.00000e-1	7.39930e-4
2.40000e+0	-1.00000e-1	7.40289e-4
2.80000e+0	-1.00000e-1	7.33974e-4
3.20000e+0	-1.00000e-1	7.21509e-4
3.60000e+0	-1.00000e-1	7.04945e-4
4.00000e+0	-1.00000e-1	6.83655e-4
4.40000e+0	-1.00000e-1	6.63045e-4
4.80000e+0	-1.00000e-1	6.40529e-4
5.20000e+0	-1.00000e-1	6.17760e-4
5.60000e+0	-1.00000e-1	5.94991e-4
6.00000e+0	-1.00000e-1	5.72116e-4
6.40000e+0	-1.00000e-1	5.48491e-4
6.80000e+0	-1.00000e-1	5.23818e-4
7.20000e+0	-1.00000e-1	4.97422e-4
7.60000e+0	-1.00000e-1	4.68522e-4
8.00000e+0	-1.00000e-1	4.35842e-4
8.40000e+0	-1.00000e-1	3.97256e-4
8.80000e+0	-1.00000e-1	3.49705e-4
9.20000e+0	-1.00000e-1	2.89940e-4
9.60000e+0	-1.00000e-1	2.10190e-4
1.00000e+1	-1.00000e-1	9.45929e-5
0.00000e+0	-9.50000e-2	6.93839e-4
4.00000e-1	-9.50000e-2	7.07142e-4
8.00000e-1	-9.50000e-2	7.29743e-4
1.20000e+0	-9.50000e-2	7.52039e-4
1.60000e+0	-9.50000e-2	7.69790e-4
2.00000e+0	-9.50000e-2	7.79227e-4
2.40000e+0	-9.50000e-2	7.79495e-4
2.80000e+0	-9.50000e-2	7.72947e-4
3.20000e+0	-9.50000e-2	7.59728e-4
3.60000e+0	-9.50000e-2	7.42234e-4
4.00000e+0	-9.50000e-2	7.26583e-4
4.40000e+0	-9.50000e-2	6.98557e-4
4.80000e+0	-9.50000e-2	6.74539e-4
5.20000e+0	-9.50000e-2	6.50573e-4
5.60000e+0	-9.50000e-2	6.26595e-4
6.00000e+0	-9.50000e-2	6.02506e-4
6.40000e+0	-9.50000e-2	5.77629e-4
6.80000e+0	-9.50000e-2	5.51647e-4
7.20000e+0	-9.50000e-2	5.23852e-4
7.60000e+0	-9.50000e-2	4.93418e-4
8.00000e+0	-9.50000e-2	4.59005e-4
8.40000e+0	-9.50000e-2	4.18376e-4
8.80000e+0	-9.50000e-2	3.68077e-4
9.20000e+0	-9.50000e-2	3.03585e-4
9.60000e+0	-9.50000e-2	2.21373e-4
1.00000e+1	-9.50000e-2	9.97993e-5
0.00000e+0	-9.00000e-2	7.29294e-4
4.00000e-1	-9.00000e-2	7.43303e-4
8.00000e-1	-9.00000e-2	7.67066e-4
1.20000e+0	-9.00000e-2	7.90515e-4
1.60000e+0	-9.00000e-2	8.09187e-4
2.00000e+0	-9.00000e-2	8.19110e-4
2.40000e+0	-9.00000e-2	8.19307e-4
2.80000e+0	-9.00000e-2	8.12487e-4
3.20000e+0	-9.00000e-2	7.98313e-4
3.60000e+0	-9.00000e-2	7.79944e-4
4.00000e+0	-9.00000e-2	7.76286e-4
4.40000e+0	-9.00000e-2	7.34877e-4
4.80000e+0	-9.00000e-2	7.09050e-4
5.20000e+0	-9.00000e-2	6.83878e-4
5.60000e+0	-9.00000e-2	6.58666e-4
6.00000e+0	-9.00000e-2	6.33348e-4
6.40000e+0	-9.00000e-2	6.07200e-4
6.80000e+0	-9.00000e-2	5.79892e-4
7.20000e+0	-9.00000e-2	5.50675e-4
7.60000e+0	-9.00000e-2	5.18686e-4
8.00000e+0	-9.00000e-2	4.82515e-4
8.40000e+0	-9.00000e-2	4.39810e-4
8.80000e+0	-9.00000e-2	3.86990e-4
9.20000e+0	-9.00000e-2	3.19539e-4
9.60000e+0	-9.00000e-2	2.32752e-4
1.00000e+1	-9.00000e-2	1.05101e-4
0.00000e+0	-8.50000e-2	7.65067e-4
4.00000e-1	-8.50000e-2	7.79791e-4
8.00000e-1	-8.50000e-2	8.04728e-4
1.20000e+0	-8.50000e-2	8.29341e-4
1.60000e+0	-8.50000e-2	8.48942e-4
2.00000e+0	-8.50000e-2	8.59355e-4
2.40000e+0	-8.50000e-2	8.59477e-4
2.80000e+0	-8.50000e-2	8.52391e-4
3.20000e+0	-8.50000e-2	8.37219e-4
3.60000e+0	-8.50000e-2	8.18141e-4
4.00000e+0	-8.50000e-2	8.20470e-4
4.40000e+0	-8.50000e-2	7.71259e-4
4.80000e+0	-8.50000e-2	7.43883e-4
5.20000e+0	-8.50000e-2	7.17483e-4
5.60000e+0	-8.50000e-2	6.91030e-4
6.00000e+0	-8.50000e-2	6.64471e-4
6.40000e+0	-8.50000e-2	6.37041e-4
6.80000e+0	-8.50000e-2	6.08394e-4
7.20000e+0	-8.50000e-2	5.77743e-4
7.60000e+0	-8.50000e-2	5.44185e-4
8.00000e+0	-8.50000e-2	5.06240e-4
8.40000e+0	-8.50000e-2	4.61440e-4
8.80000e+0	-8.50000e-2	4.06059e-4
9.20000e+0	-8.50000e-2	3.35497e-4
9.60000e+0	-8.50000e-2	2.44234e-4
1.00000e+1	-8.50000e-2	1.10468e-4
0.00000e+0	-8.00000e-2	8.00934e-4
4.00000e-1	-8.00000e-2	8.16377e-4
8.00000e-1	-8.00000e-2	8.42491e-4
1.20000e+0	-8.00000e-2	8.68273e-4
1.60000e+0	-8.00000e-2	8.88805e-4
2.00000e+0	-8.00000e-2	8.99713e-4
2.40000e+0	-8.00000e-2	8.99746e-4
2.80000e+0	-8.00000e-2	8.92461e-4
3.20000e+0	-8.00000e-2	8.77187e-4
3.60000e+0	-8.00000e-2	8.56748e-4
4.00000e+0	-8.00000e-2	8.49991e-4
4.40000e+0	-8.00000e-2	8.07064e-4
4.80000e+0	-8.00000e-2	7.78824e-4
5.20000e+0	-8.00000e-2	7.51187e-4
5.60000e+0	-8.00000e-2	7.23489e-4
6.00000e+0	-8.00000e-2	6.95685e-4
6.40000e+0	-8.00000e-2	6.66967e-4
6.80000e+0	-8.00000e-2	6.36975e-4
7.20000e+0	-8.00000e-2	6.04887e-4
7.60000e+0	-8.00000e-2	5.69756e-4
8.00000e+0	-8.00000e-2	5.30032e-4
8.40000e+0	-8.00000e-2	4.83132e-4
8.80000e+0	-8.00000e-2	4.25135e-4
9.20000e+0	-8.00000e-2	3.51134e-4
9.60000e+0	-8.00000e-2	2.55746e-4
1.00000e+1	-8.00000e-2	1.15866e-4
0.00000e+0	-7.50000e-2	8.36652e-4
4.00000e-1	-7.50000e-2	8.52811e-4
8.00000e-1	-7.50000e-2	8.80094e-4
1.20000e+0	-7.50000e-2	9.07044e-4
1.60000e+0	-7.50000e-2	9.28504e-4
2.00000e+0	-7.50000e-2	9.39908e-4
2.40000e+0	-7.50000e-2	9.39841e-4
2.80000e+0	-7.50000e-2	9.32412e-4
3.20000e+0	-7.50000e-2	9.17815e-4
3.60000e+0	-7.50000e-2	8.95396e-4
4.00000e+0	-7.50000e-2	8.69311e-4
4.40000e+0	-7.50000e-2	8.42265e-4
4.80000e+0	-7.50000e-2	8.13634e-4
5.20000e+0	-7.50000e-2	7.84765e-4
5.60000e+0	-7.50000e-2	7.55822e-4
6.00000e+0	-7.50000e-2	7.26777e-4
6.40000e+0	-7.50000e-2	6.96772e-4
6.80000e+0	-7.50000e-2	6.65440e-4
7.20000e+0	-7.50000e-2	6.31921e-4
7.60000e+0	-7.50000e-2	5.95224e-4
8.00000e+0	-7.50000e-2	5.53726e-4
8.40000e+0	-7.50000e-2	5.04736e-4
8.80000e+0	-7.50000e-2	4.44153e-4
9.20000e+0	-7.50000e-2	3.66851e-4
9.60000e+0	-7.50000e-2	2.67213e-4
1.00000e+1	-7.50000e-2	1.21257e-4
0.00000e+0	-7.00000e-2	8.71958e-4
4.00000e-1	-7.00000e-2	8.88823e-4
8.00000e-1	-7.00000e-2	9.17259e-4
1.20000e+0	-7.00000e-2	9.45367e-4
1.60000e+0	-7.00000e-2	9.67745e-4
2.00000e+0	-7.00000e-2	9.79640e-4
2.40000e+0	-7.00000e-2	9.79468e-4
2.80000e+0	-7.00000e-2	9.71821e-4
3.20000e+0	-7.00000e-2	9.56462e-4
3.60000e+0	-7.00000e-2	9.33379e-4
4.00000e+0	-7.00000e-2	9.00797e-4
4.40000e+0	-7.00000e-2	8.77655e-4
4.80000e+0	-7.00000e-2	8.48059e-4
5.20000e+0	-7.00000e-2	8.17948e-4
5.60000e+0	-7.00000e-2	7.87788e-4
6.00000e+0	-7.00000e-2	7.57504e-4
6.40000e+0	-7.00000e-2	7.26232e-4
6.80000e+0	-7.00000e-2	6.93577e-4
7.20000e+0	-7.00000e-2	6.58644e-4
7.60000e+0	-7.00000e-2	6.20398e-4
8.00000e+0	-7.00000e-2	5.77149e-4
8.40000e+0	-7.00000e-2	5.26091e-4
8.80000e+0	-7.00000e-2	4.62956e-4
9.20000e+0	-7.00000e-2	3.82415e-4
9.60000e+0	-7.00000e-2	2.78551e-4
1.00000e+1	-7.00000e-2	1.26603e-4
0.00000e+0	-6.50000e-2	9.06567e-4
4.00000e-1	-6.50000e-2	9.24128e-4
8.00000e-1	-6.50000e-2	9.53695e-4
1.20000e+0	-6.50000e-2	9.82939e-4
1.60000e+0	-6.50000e-2	1.00622e-3
2.00000e+0	-6.50000e-2	1.01859e-3
2.40000e+0	-6.50000e-2	1.01831e-3
2.80000e+0	-6.50000e-2	1.01041e-3
3.20000e+0	-6.50000e-2	9.93264e-4
3.60000e+0	-6.50000e-2	9.70406e-4
4.00000e+0	-6.50000e-2	9.42883e-4
4.40000e+0	-6.50000e-2	9.12875e-4
4.80000e+0	-6.50000e-2	8.81810e-4
5.20000e+0	-6.50000e-2	8.50472e-4
5.60000e+0	-6.50000e-2	8.19130e-4
6.00000e+0	-6.50000e-2	7.87630e-4
6.40000e+0	-6.50000e-2	7.55115e-4
6.80000e+0	-6.50000e-2	7.21163e-4
7.20000e+0	-6.50000e-2	6.84843e-4
7.60000e+0	-6.50000e-2	6.45079e-4
8.00000e+0	-6.50000e-2	6.00114e-4
8.40000e+0	-6.50000e-2	5.47030e-4
8.80000e+0	-6.50000e-2	4.81387e-4
9.20000e+0	-6.50000e-2	3.97639e-4
9.60000e+0	-6.50000e-2	2.89668e-4
1.00000e+1	-6.50000e-2	1.31860e-4
0.00000e+0	-6.00000e-2	9.40188e-4
4.00000e-1	-6.00000e-2	9.58432e-4
8.00000e-1	-6.00000e-2	9.89096e-4
1.20000e+0	-6.00000e-2	1.01944e-3
1.60000e+0	-6.00000e-2	1.04359e-3
2.00000e+0	-6.00000e-2	1.05644e-3
2.40000e+0	-6.00000e-2	1.05606e-3
2.80000e+0	-6.00000e-2	1.04795e-3
3.20000e+0	-6.00000e-2	1.02995e-3
3.60000e+0	-6.00000e-2	1.00645e-3
4.00000e+0	-6.00000e-2	9.79246e-4
4.40000e+0	-6.00000e-2	9.46863e-4
4.80000e+0	-6.00000e-2	9.14582e-4
5.20000e+0	-6.00000e-2	8.82076e-4
5.60000e+0	-6.00000e-2	8.49574e-4
6.00000e+0	-6.00000e-2	8.16918e-4
6.40000e+0	-6.00000e-2	7.83179e-4
6.80000e+0	-6.00000e-2	7.47971e-4
7.20000e+0	-6.00000e-2	7.10301e-4
7.60000e+0	-6.00000e-2	6.69061e-4
8.00000e+0	-6.00000e-2	6.22429e-4
8.40000e+0	-6.00000e-2	5.67376e-4
8.80000e+0	-6.00000e-2	4.99298e-4
9.20000e+0	-6.00000e-2	4.12439e-4
9.60000e+0	-6.00000e-2	3.00472e-4
1.00000e+1	-6.00000e-2	1.36984e-4
0.00000e+0	-5.50000e-2	9.72525e-4
4.00000e-1	-5.50000e-2	9.91426e-4
8.00000e-1	-5.50000e-2	1.02315e-3
1.20000e+0	-5.50000e-2	1.05456e-3
1.60000e+0	-5.50000e-2	1.07955e-3
2.00000e+0	-5.50000e-2	1.09285e-3
2.40000e+0	-5.50000e-2	1.09235e-3
2.80000e+0	-5.50000e-2	1.08404e-3
3.20000e+0	-5.50000e-2	1.06566e-3
3.60000e+0	-5.50000e-2	1.04115e-3
4.00000e+0	-5.50000e-2	1.01167e-3
4.40000e+0	-5.50000e-2	9.79428e-4
4.80000e+0	-5.50000e-2	9.46097e-4
5.20000e+0	-5.50000e-2	9.12477e-4
5.60000e+0	-5.50000e-2	8.78855e-4
6.00000e+0	-5.50000e-2	8.45088e-4
6.40000e+0	-5.50000e-2	8.10174e-4
6.80000e+0	-5.50000e-2	7.73756e-4
7.20000e+0	-5.50000e-2	7.34788e-4
7.60000e+0	-5.50000e-2	6.92130e-4
8.00000e+0	-5.50000e-2	6.43893e-4
8.40000e+0	-5.50000e-2	5.86947e-4
8.80000e+0	-5.50000e-2	5.16527e-4
9.20000e+0	-5.50000e-2	4.26681e-4
9.60000e+0	-5.50000e-2	3.10864e-4
1.00000e+1	-5.50000e-2	1.41926e-4
0.00000e+0	-5.00000e-2	1.00329e-3
4.00000e-1	-5.00000e-2	1.02281e-3
8.00000e-1	-5.00000e-2	1.05554e-3
1.20000e+0	-5.00000e-2	1.08796e-3
1.60000e+0	-5.00000e-2	1.11374e-3
2.00000e+0	-5.00000e-2	1.12748e-3
2.40000e+0	-5.00000e-2	1.12687e-3
2.80000e+0	-5.00000e-2	1.11839e-3
3.20000e+0	-5.00000e-2	1.09940e-3
3.60000e+0	-5.00000e-2	1.07414e-3
4.00000e+0	-5.00000e-2	1.04388e-3
4.40000e+0	-5.00000e-2	1.01047e-3
4.80000e+0	-5.00000e-2	9.76079e-4
5.20000e+0	-5.00000e-2	9.41394e-4
5.60000e+0	-5.00000e-2	9.06708e-4
6.00000e+0	-5.00000e-2	8.71871e-4
6.40000e+0	-5.00000e-2	8.35852e-4
6.80000e+0	-5.00000e-2	7.98281e-4
7.20000e+0	-5.00000e-2	7.58081e-4
7.60000e+0	-5.00000e-2	7.14073e-4
8.00000e+0	-5.00000e-2	6.64311e-4
8.40000e+0	-5.00000e-2	6.05564e-4
8.80000e+0	-5.00000e-2	5.32917e-4
9.20000e+0	-5.00000e-2	4.40226e-4
9.60000e+0	-5.00000e-2	3.20751e-4
1.00000e+1	-5.00000e-2	1.46639e-4
0.00000e+0	-4.50000e-2	1.03218e-3
4.00000e-1	-4.50000e-2	1.05229e-3
8.00000e-1	-4.50000e-2	1.08596e-3
1.20000e+0	-4.50000e-2	1.11933e-3
1.60000e+0	-4.50000e-2	1.14586e-3
2.00000e+0	-4.50000e-2	1.15995e-3
2.40000e+0	-4.50000e-2	1.15930e-3
2.80000e+0	-4.50000e-2	1.15085e-3
3.20000e+0	-4.50000e-2	1.13106e-3
3.60000e+0	-4.50000e-2	1.10512e-3
4.00000e+0	-4.50000e-2	1.07437e-3
4.40000e+0	-4.50000e-2	1.03964e-3
4.80000e+0	-4.50000e-2	1.00424e-3
5.20000e+0	-4.50000e-2	9.68559e-4
5.60000e+0	-4.50000e-2	9.32873e-4
6.00000e+0	-4.50000e-2	8.97030e-4
6.40000e+0	-4.50000e-2	8.59972e-4
6.80000e+0	-4.50000e-2	8.21321e-4
7.20000e+0	-4.50000e-2	7.79963e-4
7.60000e+0	-4.50000e-2	7.34687e-4
8.00000e+0	-4.50000e-2	6.83492e-4
8.40000e+0	-4.50000e-2	6.23054e-4
8.80000e+0	-4.50000e-2	5.48313e-4
9.20000e+0	-4.50000e-2	4.52951e-4
9.60000e+0	-4.50000e-2	3.30048e-4
1.00000e+1	-4.50000e-2	1.51080e-4
0.00000e+0	-4.00000e-2	1.05892e-3
4.00000e-1	-4.00000e-2	1.07957e-3
8.00000e-1	-4.00000e-2	1.11412e-3
1.20000e+0	-4.00000e-2	1.14836e-3
1.60000e+0	-4.00000e-2	1.17558e-3
2.00000e+0	-4.00000e-2	1.18998e-3
2.40000e+0	-4.00000e-2	1.18930e-3
2.80000e+0	-4.00000e-2	1.18093e-3
3.20000e+0	-4.00000e-2	1.16042e-3
3.60000e+0	-4.00000e-2	1.13380e-3
4.00000e+0	-4.00000e-2	1.10227e-3
4.40000e+0	-4.00000e-2	1.06662e-3
4.80000e+0	-4.00000e-2	1.03030e-3
5.20000e+0	-4.00000e-2	9.93694e-4
5.60000e+0	-4.00000e-2	9.57084e-4
6.00000e+0	-4.00000e-2	9.20313e-4
6.40000e+0	-4.00000e-2	8.82290e-4
6.80000e+0	-4.00000e-2	8.42639e-4
7.20000e+0	-4.00000e-2	8.00210e-4
7.60000e+0	-4.00000e-2	7.53761e-4
