fieldmap_name:     	SWLS Sirius
timestamp:         	2022-08-15_16-09-30
filename:          	2022-08-15_SWLS_Sirius_Model8.0_transvshift_Z=-600_600mm.txt
MagNet_file:       	SWLS_Sirius_Model8.0_transvshift.mn
nr_magnets:        	1

magnet_name:       	SWLS
gap[mm]:           	
control_gap[mm]:   	--
magnet_length[mm]: 	
current_main[A]:   	--
NI_main[A.esp]:    	--
center_pos_z[mm]:  	0
center_pos_x[mm]:  	0
rotation[deg]:     	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0	-600	-3.64646230425388E-06	-1.82889844612515E-03	-1.15813065495192E-08
0	0	-599	-3.6395973121763E-06	-1.82891874749542E-03	-9.58698067362874E-09
0	0	-598	-3.63094229983923E-06	-1.82897366307777E-03	-7.19431171303684E-09
0	0	-597	-3.62846918704956E-06	-1.82907178995022E-03	-3.55663574800723E-09
0	0	-596	-3.62672032283605E-06	-1.82920560421861E-03	-1.08141049321523E-10
0	0	-595	-3.62569570719868E-06	-1.82937510588293E-03	3.15117238301849E-09
0	0	-594	-3.62539534013747E-06	-1.82958029494318E-03	6.22130454901682E-09
0	0	-593	-3.62262238623116E-06	-1.82981555966002E-03	-3.1107216375085E-09
0	0	-592	-3.62085684736752E-06	-1.83010276623034E-03	-1.77495152422673E-08
0	0	-591	-3.62097024237129E-06	-1.83042764312768E-03	-1.53735078473701E-08
0	0	-590	-3.62089162282086E-06	-1.83078983569035E-03	-1.30803095220588E-08
0	0	-589	-3.62062098871623E-06	-1.83118934391834E-03	-1.08699202662817E-08
0	0	-588	-3.62015834005739E-06	-1.83162616781167E-03	-8.74234008006391E-09
0	0	-587	-3.61950367684435E-06	-1.83210030737032E-03	-6.69756896340477E-09
0	0	-586	-3.6186569990771E-06	-1.8326117625943E-03	-4.73560691634225E-09
0	0	-585	-3.61761830675565E-06	-1.83316053348361E-03	-2.85645393880435E-09
0	0	-584	-3.61638759988E-06	-1.83374662003825E-03	-1.06011003082439E-09
0	0	-583	-3.61563697313662E-06	-1.83436254789013E-03	-2.46075566738671E-08
0	0	-582	-3.61477425393782E-06	-1.83502961855017E-03	-2.25483302644207E-08
0	0	-581	-3.61377905517561E-06	-1.83573448507224E-03	-2.05260409279714E-08
0	0	-580	-3.61265137684997E-06	-1.83647714745633E-03	-1.85406886645786E-08
0	0	-579	-3.61139121896091E-06	-1.83725760570245E-03	-1.65922734740711E-08
0	0	-578	-3.60999858150843E-06	-1.8380758598106E-03	-1.46807953566154E-08
0	0	-577	-3.60847346449253E-06	-1.83893190978077E-03	-1.28062543121584E-08
0	0	-576	-3.60681586791321E-06	-1.83982575561297E-03	-1.09686503407046E-08
0	0	-575	-3.60502579177047E-06	-1.8407573973072E-03	-9.16798344224459E-09
0	0	-574	-3.60310323606432E-06	-1.84172683486345E-03	-7.40425361678047E-09
0	0	-573	-3.59973912241913E-06	-1.84273038095465E-03	-3.07914418084418E-08
0	0	-572	-3.59836267234136E-06	-1.84378185947874E-03	-2.86258383925652E-08
0	0	-571	-3.59660340856633E-06	-0.00184487198583	-2.65627100823218E-08
0	0	-570	-3.59446133109402E-06	-1.84600076000842E-03	-2.46020568777116E-08
0	0	-569	-3.59193643992445E-06	-1.84716818201401E-03	-2.27438787787347E-08
0	0	-568	-3.5890287350576E-06	-1.84837425184677E-03	-2.09881757853909E-08
0	0	-567	-3.58573821649348E-06	-1.84961896950669E-03	-1.93349478976803E-08
0	0	-566	-3.58206488423208E-06	-1.85090233499378E-03	-1.77841951156028E-08
0	0	-565	-3.57800873827342E-06	-1.85222434830804E-03	-1.63359174391586E-08
0	0	-564	-3.58130163271978E-06	-1.85356917311025E-03	-3.72906431969782E-08
0	0	-563	-3.57934297367715E-06	-1.85497258252778E-03	-3.53411889103354E-08
0	0	-562	-3.576969769227E-06	-1.85641555120531E-03	-3.34470418462215E-08
0	0	-561	-3.57418201936934E-06	-1.85789807914282E-03	-3.16082020046365E-08
0	0	-560	-3.57097972410415E-06	-1.85942016634031E-03	-2.98246693855803E-08
0	0	-559	-3.56736288343145E-06	-1.8609818127978E-03	-2.8096443989053E-08
0	0	-558	-3.56333149735122E-06	-1.86258301851527E-03	-2.64235258150545E-08
0	0	-557	-3.55888556586348E-06	-1.86422378349273E-03	-2.48059148635849E-08
0	0	-556	-3.55402508896821E-06	-1.86590410773017E-03	-2.32436111346441E-08
0	0	-555	-3.54875006666543E-06	-1.8676239912276E-03	-2.17366146282322E-08
0	0	-554	-3.55269139984366E-06	-1.86936892227677E-03	-4.29381206504269E-08
0	0	-553	-3.54981981972075E-06	-1.87117290868978E-03	-4.0925132700651E-08
0	0	-552	-3.54647585736838E-06	-1.87301757093599E-03	-3.89668989362849E-08
0	0	-551	-3.54265951278653E-06	-1.8749029090154E-03	-3.70634193573286E-08
0	0	-550	-3.53837078597521E-06	-0.001876828922928	-3.52146939637822E-08
0	0	-549	-3.53360967693443E-06	-1.87879561267381E-03	-3.34207227556455E-08
0	0	-548	-3.52837618566417E-06	-1.88080297825281E-03	-3.16815057329186E-08
0	0	-547	-3.52267031216444E-06	-0.001882851019665	-2.99970428956017E-08
0	0	-546	-3.51649205643524E-06	-1.8849397369104E-03	-2.83673342436944E-08
0	0	-545	-3.51732250429156E-06	-1.88705247068454E-03	-4.96104554423482E-08
0	0	-544	-3.51369714217474E-06	-1.88922733185664E-03	-4.76756124729824E-08
0	0	-543	-3.50962780586914E-06	-1.89144423096913E-03	-4.58190145706385E-08
0	0	-542	-3.50511449537475E-06	-1.89370316802203E-03	-4.40406617353165E-08
0	0	-541	-3.50015721069157E-06	-1.89600414301532E-03	-4.23405539670166E-08
0	0	-540	-3.49475595181962E-06	-1.89834715594902E-03	-4.07186912657386E-08
0	0	-539	-3.48891071875888E-06	-1.90073220682312E-03	-3.91750736314827E-08
0	0	-538	-3.48262151150935E-06	-1.90315929563761E-03	-3.77097010642486E-08
0	0	-537	-3.47588833007104E-06	-1.90562842239251E-03	-3.63225735640365E-08
0	0	-536	-3.46871117444395E-06	-1.90813958708781E-03	-3.50136911308464E-08
0	0	-535	-3.46837079563334E-06	-1.91068023539145E-03	-5.2995278768214E-08
0	0	-534	-3.46306090161402E-06	-1.91328142673868E-03	-5.15540360037363E-08
0	0	-533	-3.45735025326922E-06	-1.91592636139263E-03	-5.01676677006944E-08
0	0	-532	-3.45123885059896E-06	-1.91861503935329E-03	-4.88361738590884E-08
0	0	-531	-3.44472669360322E-06	-1.92134746062067E-03	-4.75595544789182E-08
0	0	-530	-3.437813782282E-06	-1.92412362519476E-03	-4.63378095601838E-08
0	0	-529	-3.43050011663532E-06	-1.92694353307557E-03	-4.51709391028852E-08
0	0	-528	-3.42278569666316E-06	-1.92980718426309E-03	-4.40589431070225E-08
0	0	-527	-3.41467052236553E-06	-1.93271457875733E-03	-4.30018215725955E-08
0	0	-526	-3.40615459374243E-06	-1.93566571655829E-03	-4.19995744996044E-08
0	0	-525	-3.4043805717231E-06	-1.93865253469932E-03	-5.81620110422248E-08
0	0	-524	-3.39723540289808E-06	-1.94169864823725E-03	-5.70301728574769E-08
0	0	-523	-3.3897228403943E-06	-1.94479049514404E-03	-5.595531411217E-08
0	0	-522	-3.38184288421175E-06	-1.94792807541969E-03	-5.4937434806304E-08
0	0	-521	-3.37359553435043E-06	-1.95111138906421E-03	-5.3976534939879E-08
0	0	-520	-3.36498079081035E-06	-1.95434043607758E-03	-5.30726145128948E-08
0	0	-519	-3.35599865359149E-06	-1.95761521645982E-03	-5.22256735253515E-08
0	0	-518	-3.34664912269387E-06	-1.96093573021092E-03	-5.14357119772493E-08
0	0	-517	-3.33693219811748E-06	-1.96430197733088E-03	-5.07027298685879E-08
0	0	-516	-3.33175881439884E-06	-1.96770414733406E-03	-6.54185409518451E-08
0	0	-515	-3.32288366259777E-06	-1.97116901120044E-03	-6.44923631787009E-08
0	0	-514	-3.31367514951412E-06	-1.97468192480159E-03	-6.36429654545699E-08
