"Energy (eV)"	"Flux Density (ph/s/mm<sup>2</sup>/0.1%B.W.)"
7.53680e+4	4.77944e+10
7.61490e+4	4.72934e+10
7.69381e+4	4.67884e+10
7.77353e+4	4.62796e+10
7.85408e+4	4.57672e+10
7.93547e+4	4.52485e+10
8.01770e+4	4.47287e+10
8.10078e+4	4.42057e+10
8.18472e+4	4.36796e+10
8.26954e+4	4.31506e+10
8.35523e+4	4.26189e+10
8.44181e+4	4.20845e+10
8.52928e+4	4.15476e+10
8.61766e+4	4.10085e+10
8.70696e+4	4.04673e+10
8.79719e+4	3.99242e+10
8.88835e+4	3.93794e+10
8.98045e+4	3.88329e+10
9.07351e+4	3.82851e+10
9.16753e+4	3.77360e+10
9.26253e+4	3.71859e+10
9.35851e+4	3.66349e+10
9.45548e+4	3.60833e+10
9.55346e+4	3.55312e+10
9.65246e+4	3.49788e+10
9.75248e+4	3.44262e+10
9.85354e+4	3.38738e+10
9.95564e+4	3.33216e+10
1.00588e+5	3.27699e+10
1.01630e+5	3.22188e+10
1.02683e+5	3.16685e+10
1.03748e+5	3.11192e+10
1.04823e+5	3.05711e+10
1.05909e+5	3.00245e+10
1.07006e+5	2.94794e+10
1.08115e+5	2.89360e+10
1.09235e+5	2.83946e+10
1.10367e+5	2.78554e+10
1.11511e+5	2.73184e+10
1.12666e+5	2.67840e+10
1.13834e+5	2.62522e+10
1.15014e+5	2.57233e+10
1.16205e+5	2.51974e+10
1.17409e+5	2.46747e+10
1.18626e+5	2.41553e+10
1.19855e+5	2.36395e+10
1.21097e+5	2.31275e+10
1.22352e+5	2.26193e+10
1.23620e+5	2.21151e+10
1.24901e+5	2.16151e+10
1.26195e+5	2.11195e+10
1.27503e+5	2.06283e+10
1.28824e+5	2.01418e+10
1.30159e+5	1.96601e+10
1.31508e+5	1.91833e+10
1.32871e+5	1.87116e+10
1.34247e+5	1.82450e+10
1.35638e+5	1.77838e+10
1.37044e+5	1.73281e+10
1.38464e+5	1.68779e+10
1.39899e+5	1.64333e+10
1.41349e+5	1.59946e+10
1.42813e+5	1.55618e+10
1.44293e+5	1.51349e+10
1.45788e+5	1.47142e+10
1.47299e+5	1.42996e+10
1.48825e+5	1.38913e+10
1.50368e+5	1.34893e+10
1.51926e+5	1.30937e+10
1.53500e+5	1.27047e+10
1.55091e+5	1.23221e+10
1.56698e+5	1.19462e+10
1.58321e+5	1.15769e+10
1.59962e+5	1.12144e+10
1.61620e+5	1.08586e+10
1.63294e+5	1.05096e+10
1.64986e+5	1.01673e+10
1.66696e+5	9.83196e+9
1.68423e+5	9.50345e+9
1.70169e+5	9.18180e+9
1.71932e+5	8.86704e+9
1.73714e+5	8.55915e+9
1.75514e+5	8.25815e+9
1.77332e+5	7.96402e+9
1.79170e+5	7.67675e+9
1.81027e+5	7.39631e+9
1.82902e+5	7.12270e+9
1.84798e+5	6.85587e+9
1.86713e+5	6.59580e+9
1.88647e+5	6.34245e+9
1.90602e+5	6.09577e+9
1.92577e+5	5.85571e+9
1.94573e+5	5.62223e+9
1.96589e+5	5.39526e+9
1.98626e+5	5.17475e+9
2.00684e+5	4.96063e+9
2.02764e+5	4.75283e+9
2.04865e+5	4.55128e+9
2.06988e+5	4.35590e+9
2.09133e+5	4.16661e+9
2.11300e+5	3.98332e+9
2.13489e+5	3.80596e+9
2.15702e+5	3.63443e+9
2.17937e+5	3.46863e+9
2.20195e+5	3.30848e+9
2.22477e+5	3.15387e+9
2.24782e+5	3.00470e+9
2.27111e+5	2.86088e+9
2.29465e+5	2.72229e+9
2.31843e+5	2.58883e+9
2.34245e+5	2.46039e+9
2.36672e+5	2.33686e+9
2.39125e+5	2.21814e+9
2.41603e+5	2.10411e+9
2.44106e+5	1.99465e+9
2.46636e+5	1.88965e+9
2.49191e+5	1.78901e+9
2.51774e+5	1.69260e+9
2.54383e+5	1.60031e+9
2.57019e+5	1.51202e+9
2.59682e+5	1.42763e+9
2.62373e+5	1.34701e+9
2.65091e+5	1.27006e+9
2.67838e+5	1.19665e+9
2.70614e+5	1.12668e+9
2.73418e+5	1.06004e+9
2.76251e+5	9.96612e+8
2.79114e+5	9.36287e+8
2.82006e+5	8.78958e+8
2.84928e+5	8.24518e+8
2.87881e+5	7.72862e+8
2.90864e+5	7.23885e+8
2.93878e+5	6.77485e+8
2.96923e+5	6.33562e+8
3.00000e+5	5.92016e+8
