fieldmap_name:     	SWLS Sirius
timestamp:         	2022-08-05_13-56-31
filename:          	2022-08-05_SWLS_Sirius_Model8.0_Currents_X=-10_10mm_Z=-600_600mm_I=250A.txt
MagNet_file:       	SWLS_Sirius_Model8.0_Currents.mn
nr_magnets:        	1

magnet_name:       	SWLS
gap[mm]:           	
control_gap[mm]:   	--
magnet_length[mm]: 	
current_main[A]:   	--
NI_main[A.esp]:    	--
center_pos_z[mm]:  	0
center_pos_x[mm]:  	0
rotation[deg]:     	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
-10	0	-600	0	-1.76778865191624E-03	0
-9	0	-600	0	-1.76782845043244E-03	0
-8	0	-600	0	-1.76786422481121E-03	0
-7	0	-600	0	-1.76789597505254E-03	0
-6	0	-600	0	-1.76792370115643E-03	0
-5	0	-600	0	-1.76794740312288E-03	0
-4	0	-600	0	-1.7679670809519E-03	0
-3	0	-600	0	-1.76798273464347E-03	0
-2	0	-600	0	-1.76799436419762E-03	0
-1	0	-600	0	-1.76800196961432E-03	0
0	0	-600	0	-1.76800555089359E-03	0
1	0	-600	0	-1.76800510803542E-03	0
2	0	-600	0	-1.76800064103982E-03	0
3	0	-600	0	-1.76799214990677E-03	0
4	0	-600	0	-1.76797963463629E-03	0
5	0	-600	0	-1.76796309522838E-03	0
6	0	-600	0	-1.76794253168302E-03	0
7	0	-600	0	-1.76791794400023E-03	0
8	0	-600	0	-1.76788933218001E-03	0
9	0	-600	0	-1.76785669622234E-03	0
10	0	-600	0	-1.76782003612724E-03	0
-10	0	-599	0	-1.76781893928884E-03	0
-9	0	-599	0	-1.7678585921069E-03	0
-8	0	-599	0	-1.76789422078753E-03	0
-7	0	-599	0	-1.76792582533071E-03	0
-6	0	-599	0	-1.76795340573646E-03	0
-5	0	-599	0	-1.76797696200477E-03	0
-4	0	-599	0	-1.76799649413565E-03	0
-3	0	-599	0	-1.76801200212909E-03	0
-2	0	-599	0	-1.76802348598509E-03	0
-1	0	-599	0	-1.76803094570365E-03	0
0	0	-599	0	-1.76803438128478E-03	0
1	0	-599	0	-1.76803379272847E-03	0
2	0	-599	0	-1.76802918003472E-03	0
3	0	-599	0	-1.76802054320354E-03	0
4	0	-599	0	-1.76800788223491E-03	0
5	0	-599	0	-1.76799119712886E-03	0
6	0	-599	0	-1.76797048788536E-03	0
7	0	-599	0	-1.76794575450443E-03	0
8	0	-599	0	-1.76791699698606E-03	0
9	0	-599	0	-1.76788421533025E-03	0
10	0	-599	0	-1.76784740953701E-03	0
-10	0	-598	0	-1.76788545178197E-03	0
-9	0	-598	0	-1.76792495890189E-03	0
-8	0	-598	0	-1.76796044188437E-03	0
-7	0	-598	0	-1.76799190072942E-03	0
-6	0	-598	0	-1.76801933543702E-03	0
-5	0	-598	0	-1.76804274600719E-03	0
-4	0	-598	0	-1.76806213243993E-03	0
-3	0	-598	0	-1.76807749473522E-03	0
-2	0	-598	0	-1.76808883289308E-03	0
-1	0	-598	0	-1.7680961469135E-03	0
0	0	-598	0	-1.76809943679649E-03	0
1	0	-598	0	-1.76809870254204E-03	0
2	0	-598	0	-1.76809394415015E-03	0
3	0	-598	0	-1.76808516162082E-03	0
4	0	-598	0	-1.76807235495406E-03	0
5	0	-598	0	-1.76805552414986E-03	0
6	0	-598	0	-1.76803466920823E-03	0
7	0	-598	0	-1.76800979012915E-03	0
8	0	-598	0	-1.76798088691264E-03	0
9	0	-598	0	-1.76794795955869E-03	0
10	0	-598	0	-1.76791100806731E-03	0
-10	0	-597	0	-1.76798818939563E-03	0
-9	0	-597	0	-1.76802755081741E-03	0
-8	0	-597	0	-1.76806288810175E-03	0
-7	0	-597	0	-1.76809420124865E-03	0
-6	0	-597	0	-1.76812149025812E-03	0
-5	0	-597	0	-1.76814475513014E-03	0
-4	0	-597	0	-1.76816399586473E-03	0
-3	0	-597	0	-1.76817921246189E-03	0
-2	0	-597	0	-1.76819040492161E-03	0
-1	0	-597	0	-1.76819757324389E-03	0
0	0	-597	0	-1.76820071742873E-03	0
1	0	-597	0	-1.76819983747614E-03	0
2	0	-597	0	-1.76819493338611E-03	0
3	0	-597	0	-1.76818600515864E-03	0
4	0	-597	0	-1.76817305279374E-03	0
5	0	-597	0	-1.76815607629139E-03	0
6	0	-597	0	-1.76813507565162E-03	0
7	0	-597	0	-1.7681100508744E-03	0
8	0	-597	0	-1.76808100195975E-03	0
9	0	-597	0	-1.76804792890766E-03	0
10	0	-597	0	-1.76801083171813E-03	0
-10	0	-596	0	-1.76812715212981E-03	0
-9	0	-596	0	-1.76816636785345E-03	0
-8	0	-596	0	-1.76820155943965E-03	0
-7	0	-596	0	-1.76823272688841E-03	0
-6	0	-596	0	-1.76825987019973E-03	0
-5	0	-596	0	-1.76828298937362E-03	0
-4	0	-596	0	-1.76830208441007E-03	0
-3	0	-596	0	-1.76831715530908E-03	0
-2	0	-596	0	-1.76832820207066E-03	0
-1	0	-596	0	-1.7683352246948E-03	0
0	0	-596	0	-1.7683382231815E-03	0
1	0	-596	0	-1.76833719753076E-03	0
2	0	-596	0	-1.76833214774259E-03	0
3	0	-596	0	-1.76832307381698E-03	0
4	0	-596	0	-1.76830997575394E-03	0
5	0	-596	0	-1.76829285355346E-03	0
6	0	-596	0	-1.76827170721554E-03	0
7	0	-596	0	-1.76824653674018E-03	0
8	0	-596	0	-1.76821734212738E-03	0
9	0	-596	0	-1.76818412337715E-03	0
10	0	-596	0	-1.76814688048949E-03	0
