fieldmap_name:     	SWLS Sirius
timestamp:         	2022-08-15_15-47-43
filename:          	2022-08-15_SWLS_Sirius_Model8.0_h0+0.2mm_X=-10_10mm_Z=-600_600mm.txt
MagNet_file:       	SWLS_Sirius_Model8.0_h0+0.2mm.mn
nr_magnets:        	1

magnet_name:       	SWLS
gap[mm]:           	
control_gap[mm]:   	--
magnet_length[mm]: 	
current_main[A]:   	--
NI_main[A.esp]:    	--
center_pos_z[mm]:  	0
center_pos_x[mm]:  	0
rotation[deg]:     	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
-10	0	-600	0	-1.83731933760458E-03	0
-9	0	-600	0	-1.83736006148292E-03	0
-8	0	-600	0	-1.83739651199635E-03	0
-7	0	-600	0	-1.83742868914487E-03	0
-6	0	-600	0	-1.83745659292848E-03	0
-5	0	-600	0	-1.83748022334718E-03	0
-4	0	-600	0	-1.83749958040096E-03	0
-3	0	-600	0	-1.83751466408983E-03	0
-2	0	-600	0	-1.8375254744138E-03	0
-1	0	-600	0	-1.83753201137285E-03	0
0	0	-600	0	-1.83753427496699E-03	0
1	0	-600	0	-1.83753226519621E-03	0
2	0	-600	0	-1.83752598206053E-03	0
3	0	-600	0	-1.83751542555993E-03	0
4	0	-600	0	-1.83750059569443E-03	0
5	0	-600	0	-1.83748149246401E-03	0
6	0	-600	0	-1.83745811586868E-03	0
7	0	-600	0	-1.83743046590844E-03	0
8	0	-600	0	-1.83739854258328E-03	0
9	0	-600	0	-1.83736234589322E-03	0
10	0	-600	0	-1.83732187583824E-03	0
-10	0	-599	0	-1.83734981893776E-03	0
-9	0	-599	0	-1.83739047890426E-03	0
-8	0	-599	0	-1.83742686550584E-03	0
-7	0	-599	0	-1.83745897874251E-03	0
-6	0	-599	0	-1.83748681861427E-03	0
-5	0	-599	0	-1.83751038512112E-03	0
-4	0	-599	0	-1.83752967826306E-03	0
-3	0	-599	0	-1.83754469804009E-03	0
-2	0	-599	0	-1.8375554444522E-03	0
-1	0	-599	0	-1.83756191749941E-03	0
0	0	-599	0	-1.8375641171817E-03	0
1	0	-599	0	-1.83756204349908E-03	0
2	0	-599	0	-1.83755569645155E-03	0
3	0	-599	0	-1.83754507603911E-03	0
4	0	-599	0	-1.83753018226175E-03	0
5	0	-599	0	-1.83751101511949E-03	0
6	0	-599	0	-1.83748757461231E-03	0
7	0	-599	0	-1.83745986074022E-03	0
8	0	-599	0	-1.83742787350323E-03	0
9	0	-599	0	-1.83739161290131E-03	0
10	0	-599	0	-1.83735107893449E-03	0
-10	0	-598	0	-1.83741799584402E-03	0
-9	0	-598	0	-1.83745859189867E-03	0
-8	0	-598	0	-1.83749491458841E-03	0
-7	0	-598	0	-1.83752696391323E-03	0
-6	0	-598	0	-1.83755473987315E-03	0
-5	0	-598	0	-1.83757824246815E-03	0
-4	0	-598	0	-1.83759747169824E-03	0
-3	0	-598	0	-1.83761242756342E-03	0
-2	0	-598	0	-1.83762311006369E-03	0
-1	0	-598	0	-1.83762951919905E-03	0
0	0	-598	0	-1.83763165496949E-03	0
1	0	-598	0	-1.83762951737503E-03	0
2	0	-598	0	-1.83762310641565E-03	0
3	0	-598	0	-1.83761242209136E-03	0
4	0	-598	0	-1.83759746440216E-03	0
5	0	-598	0	-1.83757823334805E-03	0
6	0	-598	0	-1.83755472892903E-03	0
7	0	-598	0	-1.83752695114509E-03	0
8	0	-598	0	-1.83749489999625E-03	0
9	0	-598	0	-1.83745857548249E-03	0
10	0	-598	0	-1.83741797760382E-03	0
-10	0	-597	0	-1.83752386832336E-03	0
