fieldmap_name:     	SWLS Sirius
timestamp:         	2022-08-15_15-28-26
filename:          	2022-08-15_SWLS_Sirius_Model8.0_gap7.2mm_X=-10_10mm_Z=-600_600mm.txt
MagNet_file:       	SWLS_Sirius_Model8.0_gap7.2mm.mn
nr_magnets:        	1

magnet_name:       	SWLS
gap[mm]:           	
control_gap[mm]:   	--
magnet_length[mm]: 	
current_main[A]:   	--
NI_main[A.esp]:    	--
center_pos_z[mm]:  	0
center_pos_x[mm]:  	0
rotation[deg]:     	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
-10	0	-600	0	-1.83278073784533E-03	0
-9	0	-600	0	-1.83282121845961E-03	0
-8	0	-600	0	-1.83285743491169E-03	0
-7	0	-600	0	-1.83288938720158E-03	0
-6	0	-600	0	-1.83291707532927E-03	0
-5	0	-600	0	-1.83294049929476E-03	0
-4	0	-600	0	-1.83295965909806E-03	0
-3	0	-600	0	-1.83297455473916E-03	0
-2	0	-600	0	-1.83298518621806E-03	0
-1	0	-600	0	-1.83299155353476E-03	0
0	0	-600	0	-1.83299365668927E-03	0
1	0	-600	0	-1.83299149568158E-03	0
2	0	-600	0	-1.8329850705117E-03	0
3	0	-600	0	-1.83297438117962E-03	0
4	0	-600	0	-1.83295942768534E-03	0
5	0	-600	0	-1.83294021002886E-03	0
6	0	-600	0	-1.83291672821019E-03	0
7	0	-600	0	-1.83288898222932E-03	0
8	0	-600	0	-1.83285697208625E-03	0
9	0	-600	0	-1.83282069778099E-03	0
10	0	-600	0	-1.83278015931353E-03	0
-10	0	-599	0	-1.83281116290907E-03	0
-9	0	-599	0	-1.83285157930903E-03	0
-8	0	-599	0	-1.83288773154679E-03	0
-7	0	-599	0	-1.83291961962235E-03	0
-6	0	-599	0	-1.83294724353572E-03	0
-5	0	-599	0	-1.83297060328689E-03	0
-4	0	-599	0	-1.83298969887586E-03	0
-3	0	-599	0	-1.83300453030264E-03	0
-2	0	-599	0	-1.83301509756722E-03	0
-1	0	-599	0	-1.8330214006696E-03	0
0	0	-599	0	-1.83302343960978E-03	0
1	0	-599	0	-1.83302121438777E-03	0
2	0	-599	0	-1.83301472500356E-03	0
3	0	-599	0	-1.83300397145716E-03	0
4	0	-599	0	-1.83298895374855E-03	0
5	0	-599	0	-1.83296967187775E-03	0
6	0	-599	0	-1.83294612584476E-03	0
7	0	-599	0	-1.83291831564956E-03	0
8	0	-599	0	-1.83288624129217E-03	0
9	0	-599	0	-1.83284990277259E-03	0
10	0	-599	0	-1.8328093000908E-03	0
-10	0	-598	0	-1.83287919708648E-03	0
-9	0	-598	0	-1.83291954927212E-03	0
-8	0	-598	0	-1.83295563729556E-03	0
-7	0	-598	0	-1.83298746115679E-03	0
-6	0	-598	0	-1.83301502085584E-03	0
-5	0	-598	0	-1.83303831639268E-03	0
-4	0	-598	0	-1.83305734776733E-03	0
-3	0	-598	0	-1.83307211497978E-03	0
-2	0	-598	0	-1.83308261803004E-03	0
-1	0	-598	0	-1.8330888569181E-03	0
0	0	-598	0	-1.83309083164396E-03	0
1	0	-598	0	-1.83308854220763E-03	0
2	0	-598	0	-1.83308198860909E-03	0
3	0	-598	0	-1.83307117084836E-03	0
4	0	-598	0	-1.83305608892544E-03	0
5	0	-598	0	-1.83303674284031E-03	0
6	0	-598	0	-1.83301313259299E-03	0
7	0	-598	0	-1.83298525818348E-03	0
8	0	-598	0	-1.83295311961176E-03	0
9	0	-598	0	-1.83291671687785E-03	0
10	0	-598	0	-1.83287604998174E-03	0
-10	0	-597	0	-1.83298484037756E-03	0
-9	0	-597	0	-1.83302512834887E-03	0
-8	0	-597	0	-1.83306115215799E-03	0
-7	0	-597	0	-1.8330929118049E-03	0
-6	0	-597	0	-1.83312040728962E-03	0
-5	0	-597	0	-1.83314363861215E-03	0
-4	0	-597	0	-1.83316260577247E-03	0
-3	0	-597	0	-1.8331773087706E-03	0
-2	0	-597	0	-1.83318774760653E-03	0
-1	0	-597	0	-1.83319392228027E-03	0
0	0	-597	0	-1.8331958327918E-03	0
1	0	-597	0	-1.83319347914115E-03	0
2	0	-597	0	-1.83318686132829E-03	0
3	0	-597	0	-1.83317597935324E-03	0
4	0	-597	0	-1.83316083321599E-03	0
5	0	-597	0	-1.83314142291654E-03	0
6	0	-597	0	-1.8331177484549E-03	0
7	0	-597	0	-1.83308980983106E-03	0
8	0	-597	0	-1.83305760704502E-03	0
9	0	-597	0	-1.83302114009679E-03	0
10	0	-597	0	-1.83298040898635E-03	0
-10	0	-596	0	-1.83312809278231E-03	0
-9	0	-596	0	-1.8331683165393E-03	0
-8	0	-596	0	-1.83320427613409E-03	0
-7	0	-596	0	-1.83323597156668E-03	0
-6	0	-596	0	-1.83326340283708E-03	0
-5	0	-596	0	-1.83328656994527E-03	0
-4	0	-596	0	-1.83330547289128E-03	0
-3	0	-596	0	-1.83332011167508E-03	0
-2	0	-596	0	-1.83333048629669E-03	0
-1	0	-596	0	-1.8333365967561E-03	0
0	0	-596	0	-1.83333844305332E-03	0
1	0	-596	0	-1.83333602518833E-03	0
2	0	-596	0	-1.83332934316115E-03	0
3	0	-596	0	-1.83331839697178E-03	0
4	0	-596	0	-1.83330318662021E-03	0
5	0	-596	0	-1.83328371210643E-03	0
6	0	-596	0	-1.83325997343047E-03	0
7	0	-596	0	-1.8332319705923E-03	0
8	0	-596	0	-1.83319970359194E-03	0
9	0	-596	0	-1.83316317242939E-03	0
10	0	-596	0	-1.83312237710463E-03	0
-10	0	-595	0	-1.83330895430072E-03	0
-9	0	-595	0	-1.83334911384339E-03	0
-8	0	-595	0	-1.83338500922385E-03	0
-7	0	-595	0	-1.83341664044212E-03	0
-6	0	-595	0	-1.83344400749819E-03	0
-5	0	-595	0	-1.83346711039207E-03	0
-4	0	-595	0	-1.83348594912375E-03	0
-3	0	-595	0	-1.83350052369323E-03	0
-2	0	-595	0	-1.83351083410052E-03	0
